"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_No18-ARBO-2013-08-01_cle8db614.html"	"vespa"	"présent aucun dégât"	"sur prune ou kiwi"	"n'a été observé ou"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, prune, ou, kiwi"	"19811-19828"	"type=GN, form=sur prune ou kiwi"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Ornement_Normandie_10_cle0b371a.html"	"vespa"	"iums, jeunes plants"	"de verveines et chrysanthèmes"	". Larve de thrips, t"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, verveine, et, chrysanthème"	"813-842"	"type=GN, form=de verveines et chrysanthèmes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Ornement_Normandie_n-08-2012_cle0693f1.html"	"vespa"	"Prunus : pruniers,"	"pêchers, abricotiers, amandiers"	"mais aussi divers P"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"pêcher, ,, abricotier, ,, amandier"	"3762-3793"	"type=GN, form=pêchers, abricotiers, amandiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Ornement_Normandie_n-20-2014_cle0bad54.html"	"vespa"	"racinaires de lots"	"de Fagus sylvatica, Buxus sempervirens, Photinia et Viburnum"	". Les dégâts causés"	"HTML, BODY, P"	"PRP, NAM, NOM, PUN, NAM, ADJ, PUN, NAM, KON, NAM"	"de, Fagus, sylvatica, ,, Buxus, sempervirens, ,, Photinia, et, Viburnum"	"1872-1932"	"type=GN, form=de Fagus sylvatica, Buxus sempervirens, Photinia et Viburnum"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_Ornement_Normandie_n-20-2014_cle0bad54.html"	"vespa"	":- attaques faibles"	"sur Photinia, Pyracantha"	"et Camellia;- attaq"	"HTML, BODY, P"	"PRP, NAM, PUN, NAM"	"sur, Photinia, ,, Pyracantha"	"3024-3048"	"type=GN, form=sur Photinia, Pyracantha"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_PACA_1_18032014_cle862463.html"	"vespa"	"erne en particulier"	"la vigne et l'olivier"	", mais aussi de nomb"	"HTML, BODY, P"	"DET:ART, NOM, KON, NOM"	"le, vigne, et, l'olivier"	"3138-3159"	"type=GN, form=la vigne et l'olivier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_PACA_1_18032014_cle862463.html"	"vespa"	"écision exécution)."	"La vigne cultivée et l'olivier"	"sont concernées par"	"HTML, BODY, P"	"DET:ART, NOM, ADJ, KON, NOM"	"le, vigne, cultivé, et, l'olivier"	"3510-3540"	"type=GN, form=La vigne cultivée et l'olivier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_PACA_Arbo_13_3_aout_2011_cle83d227.html"	"vespa"	"ronnement du verger"	"(aubépines, cognassiers)"	"et les vergers grêl"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, aubépine, ,, cognassier, )"	"7064-7088"	"type=GN, form=(aubépines, cognassiers)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_PACA_Arbo_13_3_aout_2011_cle83d227.html"	"vespa"	"ur variété sensible"	"(Pink Lady , Golden)"	"notamment à la fave"	"HTML, BODY, P"	"PUN, NOM, NOM, PUN, NOM, PUN"	"(, pink, lady, ,, golden, )"	"11068-11088"	"type=GN, form=(Pink Lady , Golden)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_POMPOIR_12_18juin2014.html"	"vespa"	"riétés (Conférence,"	"William's, Doyenné du Comice, Guyot, Harrow Sweet)"	"et des situations."	"HTML, BODY, P"	"NAM, PUN, NOM, PRP:det, NOM, PUN, NAM, PUN, NAM, NAM, PUN"	"William's, ,, doyenné, du, comice, ,, Guyot, ,, Harrow, Sweet, )"	"11743-11793"	"type=GN, form=William's, Doyenné du Comice, Guyot, Harrow Sweet)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_POMPOI_3_LIM_15mars2011_cle05e836.html"	"vespa"	"n et devrait l'être"	"pour Golden, Fuji"	"dans la semaine. A"	"HTML, BODY, P"	"PRP, NOM, PUN, NAM"	"pour, golden, ,, Fuji"	"4078-4095"	"type=GN, form=pour Golden, Fuji"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_POMPOI_3_LIM_15mars2011_cle05e836.html"	"vespa"	"riétés (Conférence,"	"William's, Doyenné du Comice, Guyot, Harrow Sweet)"	"et selon les situat"	"HTML, BODY, P"	"NAM, PUN, NOM, PRP:det, NOM, PUN, NAM, PUN, NAM, NAM, PUN"	"William's, ,, doyenné, du, comice, ,, Guyot, ,, Harrow, Sweet, )"	"7711-7761"	"type=GN, form=William's, Doyenné du Comice, Guyot, Harrow Sweet)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_2013_MARAICH_07_cle07818c.html"	"vespa"	"URES DE PLEIN CHAMP"	"Ail, salade"	"...... . . .. ... ."	"HTML, BODY, P"	"NOM, PUN, NOM"	"ail, ,, salade"	"693-704"	"type=GN, form=Ail, salade"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_2013_MARAICH_07_cle07818c.html"	"vespa"	"...... . . .. ... ."	"Carotte, céleri"	", ... Chou, navet, r"	"HTML, BODY, P"	"NOM, PUN, NOM"	"carotte, ,, céleri"	"725-740"	"type=GN, form=Carotte, céleri"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_2013_MARAICH_07_cle07818c.html"	"vespa"	"arotte, céleri, ..."	"Chou, navet, radis, épinard, pomme de terre"	".. ... .. Poireau,"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PRP, NOM"	"chou, ,, navet, ,, radis, ,, épinard, ,, pomme, de, terre"	"746-789"	"type=GN, form=Chou, navet, radis, épinard, pomme de terre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_2013_MARAICH_07_cle07818c.html"	"vespa"	"de terre .. ... .."	"Poireau, oignons, échalotes, melon"	"... p1 p2 p3 p4 CUL"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"poireau, ,, oignon, ,, échalote, ,, melon"	"800-834"	"type=GN, form=Poireau, oignons, échalotes, melon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_2013_MARAICH_07_cle07818c.html"	"vespa"	"CULTURES SOUS ABRI"	"Tomate, aubergine, courgette"	".. p5 Cultures de p"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"tomate, ,, aubergine, ,, courgette"	"870-898"	"type=GN, form=Tomate, aubergine, courgette"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono16du03062014_cle0a9b1f.html"	"vespa"	"dans les parcelles"	"de pêchers et d'abricotiers"	"attaquées en 2013."	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"433-460"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono17du07062011_cle057aed.html"	"vespa"	"d'importants dégâts"	"sur abricot et pêche"	". Il attaque princip"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, abricot, et, pêche"	"2437-2457"	"type=GN, form=sur abricot et pêche"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono17du07062011_cle057aed.html"	"vespa"	", et en particulier"	"aux pêchers, abricotiers"	"et pruniers. Les sy"	"HTML, BODY, P"	"PRP:det, NOM, PUN, NOM"	"au, pêcher, ,, abricotier"	"3622-3646"	"type=GN, form=aux pêchers, abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono20du26062012_cle0e141e.html"	"vespa"	", et en particulier"	"aux pêchers, abricotiers"	"et pruniers. Les sy"	"HTML, BODY, P"	"PRP:det, NOM, PUN, NOM"	"au, pêcher, ,, abricotier"	"2275-2299"	"type=GN, form=aux pêchers, abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono20du26062012_cle0e141e.html"	"vespa"	"vée sur 8 parcelles"	"de pêchers et d'abricotiers"	"de Moyenne Vallée d"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"4047-4074"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono20du26062012_cle0e141e.html"	"vespa"	"iers, framboisiers,"	"myrtilles, pêchers et abricotiers"	". Sur les parcelles,"	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM"	"myrtille, ,, pêcher, et, abricotier"	"28025-28058"	"type=GN, form=myrtilles, pêchers et abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono22du02072013_cle01ede7.html"	"vespa"	"ier (principalement"	"sur prunier et abricotier)"	"peut dans certaines"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"sur, prunier, et, abricotier, )"	"1695-1721"	"type=GN, form=sur prunier et abricotier)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono22du02072013_cle01ede7.html"	"vespa"	"ricotier mais aussi"	"le pêcher et le prunier"	". En été, la maladie"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM"	"le, pêcher, et, le, prunier"	"4086-4109"	"type=GN, form=le pêcher et le prunier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono22du02072013_cle01ede7.html"	"vespa"	"t sur les parcelles"	"de pêchers et d'abricotiers"	"du secteur Rhône-Lo"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"5074-5101"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono22du02072013_cle01ede7.html"	"vespa"	"t sur les parcelles"	"de pêchers et d'abricotiers"	"du réseau. 300 Vol"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"7844-7871"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono22du02072013_cle01ede7.html"	"vespa"	"utres pièges suivis"	"sur cerisier, fraisier"	", framboisier, cassi"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"sur, cerisier, ,, fraisier"	"30779-30801"	"type=GN, form=sur cerisier, fraisier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono23du17072012_cle0139a2.html"	"vespa"	"ier (principalement"	"sur prunier et abricotier)"	"peut dans certaines"	"HTML, BODY, P"	"PRP, NOM, KON, NOM, PUN"	"sur, prunier, et, abricotier, )"	"1305-1331"	"type=GN, form=sur prunier et abricotier)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono23du17072012_cle0139a2.html"	"vespa"	"ricotier mais aussi"	"le pêcher et le prunier"	". En été, la maladie"	"HTML, BODY, P"	"DET:ART, NOM, KON, DET:ART, NOM"	"le, pêcher, et, le, prunier"	"2735-2758"	"type=GN, form=le pêcher et le prunier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono23du17072012_cle0139a2.html"	"vespa"	"sur les 7 parcelles"	"de pêchers et d'abricotiers"	"de Moyenne Vallée d"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"5331-5358"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono23du17072012_cle0139a2.html"	"vespa"	"vée sur 3 parcelles"	"de pêchers et d'abricotiers"	"de Moyenne Vallée d"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, pêcher, et, d'abricotiers"	"5880-5907"	"type=GN, form=de pêchers et d'abricotiers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_Arbono23du17072012_cle0139a2.html"	"vespa"	"rainé des blessures"	"sur abricot, pêche, kiwi"	", prune, pomme et po"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM"	"sur, abricot, ,, pêche, ,, kiwi"	"22866-22890"	"type=GN, form=sur abricot, pêche, kiwi"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_RA_GC_no10_du_26_04_2012_cle8938d3.html"	"vespa"	"cultures mellifères"	"(colza, tournesol, féverole, luzerne, maïs"	", CIPAN ) en début d"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"(, colza, ,, tournesol, ,, féverole, ,, luzerne, ,, maïs"	"12058-12100"	"type=GN, form=(colza, tournesol, féverole, luzerne, maïs"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_ZNA_02_002.html"	"vespa"	"mille des alliacées"	"(oignons, ciboulettes, poireaux, échalotes et ails)"	". Photo : Cyril Kruc"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, KON, NOM, PUN"	"(, oignon, ,, ciboulette, ,, poireau, ,, échalote, et, ails, )"	"28138-28189"	"type=GN, form=(oignons, ciboulettes, poireaux, échalotes et ails)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_ZNA_n_10_du_13_septembre_2013.html"	"vespa"	"troène, le tilleul,"	"le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"	"En bourgogne, leur"	"HTML, BODY, P"	"DET:ART, NOM, PUN, NOM, PUN, DET:ART, NOM, PUN, NOM, PUN, DET:ART, NOM, PUN, NOM"	"le, bégonia, ,, l'hortensia, ,, le, fusain, ,, l'aubépine, ,, le, rosier, ,, l'hibiscus"	"552-621"	"type=GN, form=le bégonia, l'hortensia, le fusain, l'aubépine, le rosier, l'hibiscus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_ZNAetPO-53_cle8973eb.html"	"vespa"	"Cochenilles noires"	"sur laurier rose, Saissetia oleae"	"..................."	"HTML, BODY, P"	"PRP, NOM, ADJ, PUN, NOM, ADJ"	"sur, laurier, rose, ,, Saissetia, oleae"	"950-983"	"type=GN, form=sur laurier rose, Saissetia oleae"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_ZNAetPO-53_cle8973eb.html"	"vespa"	"es-maritimes sur : -"	"Lauriers rose-Agrumes et citrus"	"Les niveaux d'attaq"	"HTML, BODY, P"	"NOM, ADJ, PUN, NOM, KON, NOM"	"laurier, rose, -, agrume, et, citrus"	"2813-2844"	"type=GN, form=Lauriers rose-Agrumes et citrus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_ZNAetPO-53_cle8973eb.html"	"vespa"	"ésence de fumagine."	"Sur les agrumes et citrus"	", les ponctions de s"	"HTML, BODY, P"	"PRP, DET:ART, NOM, KON, NOM"	"sur, le, agrume, et, citrus"	"3011-3036"	"type=GN, form=Sur les agrumes et citrus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_arbo_17.html"	"vespa"	"es (Braeburn, Gala,"	"Idared, Granny Smith"	", rouges américaines"	"HTML, BODY, P"	"NAM, PUN, NAM, NAM"	"Idared, ,, Granny, Smith"	"16029-16049"	"type=GN, form=Idared, Granny Smith"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_juin2013_cle08ce1a-1.html"	"vespa"	"citronniers,"	"limettiers,
mandariniers"	", orangers et autres"	"HTML, BODY"	"NOM, PUN, NOM"	"limettier, ,, mandarinier"	"7283-7307"	"type=GN, form=limettiers,
mandariniers"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_11_002.html"	"vespa"	"es légumes feuilles"	"(céleri branche et persil)"	", le seuil est ident"	"HTML, BODY, P"	"PUN, NOM, NOM, KON, NOM, PUN"	"(, céleri, branche, et, persil, )"	"10455-10481"	"type=GN, form=(céleri branche et persil)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_11_002.html"	"vespa"	"izii) sont observés"	"sur laitues et batavias"	"(tout type de stade"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, laitue, et, batavia"	"22753-22776"	"type=GN, form=sur laitues et batavias"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_27_001.html"	"vespa"	"éciation des bulbes"	"d'oignon et échalote"	"ainsi que des poire"	"HTML, BODY, P"	"NOM, KON, NOM"	"d'oignon, et, échalote"	"39428-39448"	"type=GN, form=d'oignon et échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"................. 5"	"Oignon-échalote et pomme de terre primeur"	"..................."	"HTML, BODY, P"	"NOM, PUN, NOM, KON, NOM, PRP, NOM, NOM"	"oignon, -, échalote, et, pomme, de, terre, primeur"	"855-896"	"type=GN, form=Oignon-échalote et pomme de terre primeur"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"................ 19"	"Haricots verts et Flageolets"	"..................."	"HTML, BODY, P"	"NOM, ADJ, KON, NOM"	"haricot, vert, et, flageolet"	"2477-2505"	"type=GN, form=Haricots verts et Flageolets"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"Solanacées(tomates,"	"aubergines, poivrons)"	"et concombres ne de"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN"	"aubergine, ,, poivron, )"	"29987-30008"	"type=GN, form=aubergines, poivrons)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"exte d'observations"	"Sur tomates et poivrons"	", diverses altératio"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, tomate, et, poivron"	"32286-32309"	"type=GN, form=Sur tomates et poivrons"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"lées sur 3 cultures"	"de céleri-rave et céleri-branche"	"à St Benoît-sur-Loi"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM, PUN, NOM"	"de, céleri, -, rave, et, céleri, -, branche"	"53293-53325"	"type=GN, form=de céleri-rave et céleri-branche"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"maladies.Alternaria"	"(carotte, panais, persil)"	": pour les parcelle"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, carotte, ,, panais, ,, persil, )"	"54947-54972"	"type=GN, form=(carotte, panais, persil)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_legumes_no24_cle46aed9.html"	"vespa"	"abondant.Septoriose"	"(céleri, persil)"	": risque moyen, pour"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, céleri, ,, persil, )"	"55394-55410"	"type=GN, form=(céleri, persil)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_maraich_12-09_cle09e4cd.html"	"vespa"	"légumes : carotte,"	"chou,épinard, salade"	". Tomate : une serre"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN, NOM"	"chou, ,, épinard, ,, salade"	"205-225"	"type=GN, form=chou,épinard, salade"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_maraichage_no06_du_29_juin_2011_cle013a3c.html"	"vespa"	"fères et des thrips"	"sur oignon blanc et poireau"	". Ces conditions sèc"	"HTML, BODY, P"	"PRP, NOM, ADJ, KON, NOM"	"sur, oignon, blanc, et, poireau"	"8313-8340"	"type=GN, form=sur oignon blanc et poireau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e.html"	"vespa"	"ps ont été observés"	"sur pois et féveroles"	". Sur pois, ce ravag"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"777-798"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e.html"	"vespa"	"par plante. Sitones"	"sur pois et féveroles"	": Charançon de 3,5"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"4111-4132"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e.html"	"vespa"	"alimentation azotée"	"des pois et féveroles"	". Les pertes de rend"	"HTML, BODY, P"	"PRP:det, NOM, KON, NOM"	"du, pois, et, féverole"	"4455-4476"	"type=GN, form=des pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e.html"	"vespa"	"ibilité est atteint"	"sur pois et féveroles"	"entre les stades le"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"4600-4621"	"type=GN, form=sur pois et féveroles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e.html"	"vespa"	"aladies Anthracnose"	"sur pois et féverole"	": La nuisibilité de"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, pois, et, féverole"	"6574-6594"	"type=GN, form=sur pois et féverole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSV_no9_du_15-04-14_cle81cb1c.html"	"vespa"	"ortement recom-tion"	"(pois, luzerne, colza"	", ). mandée étant do"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	"(, pois, ,, luzerne, ,, colza"	"6737-6758"	"type=GN, form=(pois, luzerne, colza"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVarbo12.html"	"vespa"	"aux (dont la vigne,"	"les agrumes, le pêcher, le prunier, l'amandier, le laurier"	", ...). Elle est pré"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM, PUN, NOM, PUN, DET:ART, NOM"	"le, agrume, ,, le, pêcher, ,, le, prunier, ,, l'amandier, ,, le, laurier"	"11797-11855"	"type=GN, form=les agrumes, le pêcher, le prunier, l'amandier, le laurier"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVarbo15_cle897df1-2.html"	"vespa"	"et jusque 20 à 30%"	"sur mirabelles et quetsches"	". Les acariens auxil"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, mirabelle, et, quetsche"	"1660-1687"	"type=GN, form=sur mirabelles et quetsches"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVarbo3_cle8618a5-3.html"	"vespa"	"C pour les variétés"	"Galaxy, Idared, Golden"	", Gala ; C-C1 (point"	"HTML, BODY, P"	"NAM, PUN, NAM, PUN, NOM"	"Galaxy, ,, Idared, ,, golden"	"2482-2504"	"type=GN, form=Galaxy, Idared, Golden"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVarbo3_cle8618a5-3.html"	"vespa"	") pour les variétés"	"Boskoop et Jonagored- Poire"	": C à début C1 (poi"	"HTML, BODY, P"	"NOM, KON, NAM, PUN, NOM"	"boskoop, et, Jonagored, -, poire"	"2559-2586"	"type=GN, form=Boskoop et Jonagored- Poire"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVarbo5_cle8dc254-1.html"	"vespa"	"tés encore fleuries"	"(cerises acides, cerises douces"	"tardives, quetsche)"	"HTML, BODY, P"	"PUN, NOM, ADJ, PUN, NOM, ADJ"	"(, cerise, acide, ,, cerise, doux"	"6090-6121"	"type=GN, form=(cerises acides, cerises douces"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg22_cle8a58a1.html"	"vespa"	"gistre des attaques"	"sur aubergine et poivron"	"depuis le début de"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, aubergine, et, poivron"	"2325-2349"	"type=GN, form=sur aubergine et poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg2_cle055aaa.html"	"vespa"	"lanacées sous abri,"	"la pomme de terre et le poireau"	". D'autres informati"	"HTML, BODY, P"	"DET:ART, NOM, PRP, NOM, KON, DET:ART, NOM"	"le, pomme, de, terre, et, le, poireau"	"812-843"	"type=GN, form=la pomme de terre et le poireau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg2_cle055aaa.html"	"vespa"	"lant de 30 à 90 cm."	"Les poivrons et aubergines"	"seront plantés cett"	"HTML, BODY, P"	"DET:ART, NOM, KON, NOM"	"le, poivron, et, aubergine"	"2297-2323"	"type=GN, form=Les poivrons et aubergines"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg3_cle037b91-1.html"	"vespa"	"lanacées sous abri,"	"la pomme de terre et le poireau"	". D'autres informati"	"HTML, BODY, P"	"DET:ART, NOM, PRP, NOM, KON, DET:ART, NOM"	"le, pomme, de, terre, et, le, poireau"	"790-821"	"type=GN, form=la pomme de terre et le poireau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg3_cle037b91-1.html"	"vespa"	"es plus développées"	"(poireau, échalote et oignon blanc)"	"dont la récole est"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, KON, NOM, ADJ, PUN"	"(, poireau, ,, échalote, et, oignon, blanc, )"	"3507-3542"	"type=GN, form=(poireau, échalote et oignon blanc)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/BSVleg9.html"	"vespa"	"0. Sur chaque site,"	"les aubergines et poivrons"	"sont plantées envir"	"HTML, BODY, P"	"DET:ART, NOM, KON, NOM"	"le, aubergine, et, poivron"	"2275-2301"	"type=GN, form=les aubergines et poivrons"
