"bsv"	"corpus"	"context before"	"extracted conjunction"	"context after"	"html tags"	"pos tags"	"lemma tags"	"location"	"features"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_27_du_06-11-19__cle059f89.html"	"d2kab"	"semis est polyphage"	"(céréales, colza"	", nombreux légumes )"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	"(, céréale, ,, colza"	"3859-3875"	"type=GN, form=(céréales, colza"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16.html"	"d2kab"	"que le chou-fleur,"	"le brocoli, l'épinard"	"ou encore la mâche."	"HTML, BODY, P"	"DET:ART, NOM, PUN, NOM"	"le, brocoli, ,, l'épinard"	"8368-8389"	"type=GN, form=le brocoli, l'épinard"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16.html"	"d2kab"	"certaines variétés"	"Blette et betterave"	": altises avec une"	"HTML, BODY, P"	"NOM, KON, NOM"	"Blette, et, betterave"	"20380-20399"	"type=GN, form=Blette et betterave"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16.html"	"d2kab"	"EE Acariose bronzée"	"sur fruits de tomates et d'aubergines"	"Laurent GIARDINO Ma"	"HTML, BODY, P"	"PRP, NOM, PRP, NOM, KON, NOM"	"sur, fruit, de, tomate, et, d'aubergines"	"54906-54943"	"type=GN, form=sur fruits de tomates et d'aubergines"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b.html"	"d2kab"	"niquement sur choux"	"de Bruxelles et Romanesco"	"Uniquement sur chou"	"HTML, BODY, P"	"PRP, NAM, KON, NAM"	"de, Bruxelles, et, Romanesco"	"12783-12808"	"type=GN, form=de Bruxelles et Romanesco"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b.html"	"d2kab"	"(chou-fleur d'été,"	"brocoli, romanesco)"	", par labour. Les va"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN"	"brocoli, ,, romanesco, )"	"17407-17426"	"type=GN, form=brocoli, romanesco)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	"s caduques tels que"	"le frêne, le bouleau"	", le saule, le saule"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM"	"le, frêne, ,, le, bouleau"	"3594-3614"	"type=GN, form=le frêne, le bouleau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	"le saule, le chêne,"	"le hêtre, le noisetier, le sycomore"	", l'érable et le mar"	"HTML, BODY, P"	"DET:ART, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM"	"le, hêtre, ,, le, noisetier, ,, le, sycomore"	"3646-3681"	"type=GN, form=le hêtre, le noisetier, le sycomore"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	"ve aussi couramment"	"sur chardons, ortie"	".Sites d'hivernage:"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"sur, chardon, ,, ortie"	"3740-3759"	"type=GN, form=sur chardons, ortie"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	"nt aux Brassicacées"	"(chou, navet"	"...), mais elle peut"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	"(, chou, ,, navet"	"8267-8279"	"type=GN, form=(chou, navet"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	", s'attaque surtout"	"aux salades, chicorées et asperges"	"(attention aussi au"	"HTML, BODY, P"	"PRP:det, NOM, PUN, NOM, KON, NOM"	"au, salade, ,, chicorée, et, asperge"	"12609-12643"	"type=GN, form=aux salades, chicorées et asperges"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_legumes_allium_pomme_de_terre_AURA_2019-8_cle03ef71.html"	"d2kab"	"culier aux cultures"	"de concombres, d'aubergines"	", de tomates, de poi"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM"	"de, concombre, ,, d'aubergines"	"52269-52296"	"type=GN, form=de concombres, d'aubergines"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_no14_legumes_05_juillet_2019_cle0e639d.html"	"d2kab"	"crucifères racines"	"(Navets, radis)"	". La fin du 2eme vol"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, navet, ,, radis, )"	"2251-2266"	"type=GN, form=(Navets, radis)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_no14_legumes_05_juillet_2019_cle0e639d.html"	"d2kab"	"Présence fréquente"	"sur les oignons mottes et bulbilles"	". Le temps sec ne fa"	"HTML, BODY, P"	"PRP, DET:ART, NOM, NOM, KON, NOM"	"sur, le, oignon, motte, et, bulbille"	"11466-11501"	"type=GN, form=sur les oignons mottes et bulbilles"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/BSV_no19_legumes_9_aout_2019_cle82c98c.html"	"d2kab"	"e persiste plus que"	"sur radis et navets"	", ou les temps de tr"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, radis, et, navet"	"2254-2273"	"type=GN, form=sur radis et navets"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/B_V_NA_MARAICHAGE_Sud_NA_09_20191028_cle4d1138.html"	"d2kab"	"9 8/15 o Nématodes"	":
Tomate et aubergine"	": suite aux arracha"	"HTML, BODY"	"PUN, NOM, KON, NOM"	":, tomate, et, aubergine"	"11308-11329"	"type=GN, form=:
Tomate et aubergine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_lr_n13_26-06-2019_cle03aab1.html"	"d2kab"	"bitacées(concombre,"	"melon, courgette)"	". Ces plantes relais"	"HTML, BODY, P"	"NOM, PUN, NOM, PUN"	"melon, ,, courgette, )"	"8762-8779"	"type=GN, form=melon, courgette)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_lr_n13_26-06-2019_cle03aab1.html"	"d2kab"	"n de plantes relais"	"comme pour les melons et courgettes"	"sous abris. AUBERGI"	"HTML, BODY, P"	"KON, PRP, DET:ART, NOM, KON, NOM"	"comme, pour, le, melon, et, courgette"	"25221-25256"	"type=GN, form=comme pour les melons et courgettes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8.html"	"d2kab"	"cées cultivées (ex."	"aubergine, pomme de terre, poivron)"	"ou sauvages (ex. mo"	"HTML, BODY, P"	"NOM, PUN, NOM, PRP, NOM, PUN, NOM, PUN"	"aubergine, ,, pomme, de, terre, ,, poivron, )"	"6032-6067"	"type=GN, form=aubergine, pomme de terre, poivron)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no13_du_18_juillet_2018-2_cle0745d8.html"	"d2kab"	"antes touchées tout"	"comme le poivron, le concombre, le melon et la courge"	". Les symptômes peuv"	"HTML, BODY, P"	"ADV, DET:ART, NOM, PUN, DET:ART, NOM, PUN, DET:ART, NOM, KON, DET:ART, NOM"	"comme, le, poivron, ,, le, concombre, ,, le, melon, et, le, courge"	"10831-10884"	"type=GN, form=comme le poivron, le concombre, le melon et la courge"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"unaises phytophages"	"en tomate, aubergine et chou"	". Les premiers résul"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"en, tomate, ,, aubergine, et, chou"	"7875-7903"	"type=GN, form=en tomate, aubergine et chou"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"fréquemment signalé"	"sur maïs, riz et sorgho"	", plus rarement sur"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"sur, maïs, ,, riz, et, sorgho"	"29253-29276"	"type=GN, form=sur maïs, riz et sorgho"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"cées, brassicacées,"	"luzerne, oignon"	"parmi d'autres (1)"	"HTML, BODY, P"	"NOM, PUN, NOM"	"luzerne, ,, oignon"	"29325-29340"	"type=GN, form=luzerne, oignon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_09_Septembre_2019_cle0c1c44.html"	"d2kab"	"es sur les cultures"	"de maïs, sorgho et riz"	". Il sont groupés en"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"de, maïs, ,, sorgho, et, riz"	"31157-31179"	"type=GN, form=de maïs, sorgho et riz"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no17_du_24_octobre_2018_cle82d6cc.html"	"d2kab"	"nt le risque Bremia"	"sur laitue et scarole"	". Evaluation du risq"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, laitue, et, scarole"	"7100-7121"	"type=GN, form=sur laitue et scarole"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"plusieurs cultures"	": Tomate, Aubergine, Poivron"	"et surtout Haricot"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	":, tomate, ,, Aubergine, ,, poivron"	"7858-7886"	"type=GN, form=: Tomate, Aubergine, Poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"plusieurs cultures"	": Tomate, Aubergine, Poivron"	"et surtout Haricot"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	":, tomate, ,, Aubergine, ,, poivron"	"23029-23057"	"type=GN, form=: Tomate, Aubergine, Poivron"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"fréquemment signalé"	"sur maïs, riz et sorgho"	", plus rarement sur"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"sur, maïs, ,, riz, et, sorgho"	"31717-31740"	"type=GN, form=sur maïs, riz et sorgho"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"cées, brassicacées,"	"luzerne, oignon"	"parmi d'autres (1)"	"HTML, BODY, P"	"NOM, PUN, NOM"	"luzerne, ,, oignon"	"31789-31804"	"type=GN, form=luzerne, oignon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no18_du_20_Septembre_2019_cle01c961.html"	"d2kab"	"es sur les cultures"	"de maïs, sorgho et riz"	". Il sont groupés en"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"de, maïs, ,, sorgho, et, riz"	"33621-33643"	"type=GN, form=de maïs, sorgho et riz"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"unaises phytophages"	"en tomate, aubergine et chou"	". Les premiers résul"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"en, tomate, ,, aubergine, et, chou"	"10462-10490"	"type=GN, form=en tomate, aubergine et chou"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabMaraichage.html/bsv_maraichage_no9_du_03_Mai_2019_cle842127.html"	"d2kab"	"hiver sur cultures"	"de blettes et salades"	"dans les zones litt"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, blette, et, salade"	"13545-13566"	"type=GN, form=de blettes et salades"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-16_16-07-2019_cle0bfb92.html"	"d2kab"	"ine. Dans la vallée"	"de la Gervanne, Muscats et Clairettes"	"sont à fermeture de"	"HTML, BODY, P"	"PRP, DET:ART, NAM, PUN, NOM, KON, NOM"	"de, le, Gervanne, ,, muscat, et, clairette"	"15045-15082"	"type=GN, form=de la Gervanne, Muscats et Clairettes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV-viti-RA-16_16-07-2019_cle0bfb92.html"	"d2kab"	"scats du Bas-Diois."	"Les Clairettes du Bas-Diois et Muscats"	"du Haut-Diois sont"	"HTML, BODY, P"	"DET:ART, NOM, PRP:det, NAM, KON, NOM"	"le, clairette, du, Bas-Diois, et, muscat"	"15151-15189"	"type=GN, form=Les Clairettes du Bas-Diois et Muscats"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"HTML, BODY, P"	"NOM, PUN, DET:ART, NOM, KON, DET:ART, NOM"	"l'avocat, ,, le, mangue, et, le, papaye"	"10453-10485"	"type=GN, form=l'avocat, la mangue et la papaye"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"au citron, goyave,"	"banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"HTML, BODY, P"	"NOM, PUN, NOM, PRP:det, NAM, PUN, NOM, PUN, NOM, PRP, NOM, PUN, NOM, PRP, DET:ART, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"banane, ,, nèfle, du, Japon, ,, tomate, ,, cerise, de, cayenne, ,, fruit, de, le, passion, ,, kaki, ,, ananas, ,, pêche, ,, poire, ,, abricot, ,, figue, et, café"	"10536-10658"	"type=GN, form=banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"umes concernés sont"	"notamment les tomates, poivrons, melons et courges"	". Comme les autres m"	"HTML, BODY, P"	"ADV, DET:ART, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"notamment, le, tomate, ,, poivron, ,, melon, et, courge"	"10687-10737"	"type=GN, form=notamment les tomates, poivrons, melons et courges"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"nombreux végétaux,"	"oliviers, Prunus"	"(pêchers, amandiers"	"HTML, BODY, P"	"NOM, PUN, NOM"	"olivier, ,, prunus"	"11295-11311"	"type=GN, form=oliviers, Prunus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"x, oliviers, Prunus"	"(pêchers, amandiers)"	", laurier rose, vign"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, pêcher, ,, amandier, )"	"11312-11332"	"type=GN, form=(pêchers, amandiers)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_2_17_mai_2019_cle8f88af.html"	"d2kab"	"êchers, amandiers),"	"laurier rose, vigne, agrumes, caféiers, chênes"	", Les dépérissements"	"HTML, BODY, P"	"NOM, ADJ, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"laurier, rose, ,, vigne, ,, agrume, ,, caféier, ,, chêne"	"11334-11380"	"type=GN, form=laurier rose, vigne, agrumes, caféiers, chênes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"mais l'espèce s'en"	"HTML, BODY, P"	"NOM, PUN, DET:ART, NOM, KON, DET:ART, NOM"	"l'avocat, ,, le, mangue, et, le, papaye"	"9389-9421"	"type=GN, form=l'avocat, la mangue et la papaye"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"au citron, goyave,"	"banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"	". Les légumes concer"	"HTML, BODY, P"	"NOM, PUN, NOM, PRP:det, NAM, PUN, NOM, PUN, NOM, PRP, NOM, PUN, NOM, PRP, DET:ART, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"banane, ,, nèfle, du, Japon, ,, tomate, ,, cerise, de, cayenne, ,, fruit, de, le, passion, ,, kaki, ,, ananas, ,, pêche, ,, poire, ,, abricot, ,, figue, et, café"	"9472-9594"	"type=GN, form=banane, nèfle du Japon, tomate, cerise de Cayenne, fruit de la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"umes concernés sont"	"notamment les tomates, poivrons, melons et courges"	". Comme les autres m"	"HTML, BODY, P"	"ADV, DET:ART, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"notamment, le, tomate, ,, poivron, ,, melon, et, courge"	"9623-9673"	"type=GN, form=notamment les tomates, poivrons, melons et courges"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"nombreux végétaux,"	"oliviers, Prunus"	"(pêchers, amandiers"	"HTML, BODY, P"	"NOM, PUN, NOM"	"olivier, ,, prunus"	"10230-10246"	"type=GN, form=oliviers, Prunus"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"x, oliviers, Prunus"	"(pêchers, amandiers)"	", laurier rose, vign"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN"	"(, pêcher, ,, amandier, )"	"10247-10267"	"type=GN, form=(pêchers, amandiers)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/BSV_Viticulture_5_18_juillet_2019_cle8b576d.html"	"d2kab"	"êchers, amandiers),"	"laurier rose, vigne, agrumes, caféiers, chênes"	", Les dépérissements"	"HTML, BODY, P"	"NOM, ADJ, PUN, NOM, PUN, NOM, PUN, NOM, PUN, NOM"	"laurier, rose, ,, vigne, ,, agrume, ,, caféier, ,, chêne"	"10269-10315"	"type=GN, form=laurier rose, vigne, agrumes, caféiers, chênes"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_viti_13_27_06_2019_cle07f426.html"	"d2kab"	"écoces (Chardonnay,"	"Gamay, Pinot gris, Melon"	"B) du réseau sont p"	"HTML, BODY, P"	"NOM, PUN, NAM, ADJ, PUN, NOM"	"gamay, ,, Pinot, gris, ,, melon"	"1108-1132"	"type=GN, form=Gamay, Pinot gris, Melon"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/d2kab/CorpusTestD2kabViti.html/bsv_viti_lr_n17_30072019_cle8cc4c8.html"	"d2kab"	"ice (en particulier"	"liseron ou ortie)"	"ou plante cultivée"	"HTML, BODY, P"	"NOM, KON, NOM, PUN"	"liseron, ou, ortie, )"	"7895-7912"	"type=GN, form=liseron ou ortie)"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/08_BSV_ZNA_080714_cle0bae61.html"	"vespa"	"rostides, fétuques,"	"pâturin annuel et ray-grass"	". Le champignon se d"	"HTML, BODY, P"	"NOM, ADJ, KON, NOM"	"pâturin, annuel, et, ray-grass"	"3840-3867"	"type=GN, form=pâturin annuel et ray-grass"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/11_-_BSV_Grandes_cultures_S18-2-1_cle8d5b6e.html"	"vespa"	"ia dans la rotation"	"(colza, tournesol, pois )"	", les attaques recen"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM, PUN"	"(, colza, ,, tournesol, ,, pois, )"	"5072-5097"	"type=GN, form=(colza, tournesol, pois )"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"ultures d'échalote,"	"oignon et poireau"	"dans le 49. Les com"	"HTML, BODY, P"	"NOM, KON, NOM"	"oignon, et, poireau"	"2316-2333"	"type=GN, form=oignon et poireau"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"s le 85 sur culture"	"de courgette et concombre"	". Pucerons"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, courgette, et, concombre"	"6807-6832"	"type=GN, form=de courgette et concombre"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"ression est moindre"	"en oignon et échalote"	". Attention cependan"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"en, oignon, et, échalote"	"12483-12504"	"type=GN, form=en oignon et échalote"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"nombreuses cultures"	": épinard, fenouil, roquette"	"Pucerons"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM, PUN, NOM"	":, épinard, ,, fenouil, ,, roquette"	"15518-15546"	"type=GN, form=: épinard, fenouil, roquette"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"de rhizoctone brun"	"sur laitue et batavia"	"à Saint Lambert des"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, laitue, et, batavia"	"15887-15908"	"type=GN, form=sur laitue et batavia"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"variella aegopodii-"	"sur chou, radis, navet et rutabaga"	": Brevicoryne brass"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, PUN, NOM, KON, NOM"	"sur, chou, ,, radis, ,, navet, et, rutabaga"	"17223-17257"	"type=GN, form=sur chou, radis, navet et rutabaga"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	", le puceron cendré"	"du chou.- sur pois, haricots, céleri"	": Aphis fabae- sur"	"HTML, BODY, P"	"PRP:det, NOM, ADJ, NOM, PUN, NOM, PUN, NOM"	"du, chou, .- sur, pois, ,, haricot, ,, céleri"	"17301-17337"	"type=GN, form=du chou.- sur pois, haricots, céleri"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"n : Aphis gossypii-"	"sur tomate, poivron et aubergine"	": Aphis gossypii (p"	"HTML, BODY, P"	"PRP, NOM, PUN, NOM, KON, NOM"	"sur, tomate, ,, poivron, et, aubergine"	"17381-17413"	"type=GN, form=sur tomate, poivron et aubergine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_6__cle0c39b8.html"	"vespa"	"e tige sur cultures"	"de tomate et aubergine"	"dans le 85, jusqu'à"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"de, tomate, et, aubergine"	"18279-18301"	"type=GN, form=de tomate et aubergine"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_7__cle0fe148.html"	"vespa"	"semble de la région"	"sur concombre et courgette"	". Soyez vigilants. D"	"HTML, BODY, P"	"PRP, NOM, KON, NOM"	"sur, concombre, et, courgette"	"5794-5820"	"type=GN, form=sur concombre et courgette"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_7__cle0fe148.html"	"vespa"	"ourts. Les cultures"	"de radis noir et rutabaga"	"sont beaucoup plus"	"HTML, BODY, P"	"PRP, NOM, ADJ, KON, NOM"	"de, radis, noir, et, rutabaga"	"9883-9908"	"type=GN, form=de radis noir et rutabaga"
"/Users/belka/Documents/work/inrae/scripts/alvisBSV/resources/corpus/vespa/2010_7__cle0fe148.html"	"vespa"	"icorée et de laitue"	"(beurre, batavia"	"et feuille de chêne"	"HTML, BODY, P"	"PUN, NOM, PUN, NOM"	"(, beurre, ,, batavia"	"11476-11492"	"type=GN, form=(beurre, batavia"
