"bsv"	"context before"	"conjunction"	"match"	"context after"	"location"	"features"
"BSV_Horticulture_n_01_du_14_mars_2014"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"4207-4221"	"type=N_KON_N, form=vergers et les"
"BSV_Horticulture_n_03_du_11_avril_2014"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"4133-4147"	"type=N_KON_N, form=vergers et les"
"BSV_JEV_2012-no5_cle422e12"	"DE SANTÉ DU VÉGÉTAL"	"Jardins et espaces"	"Jardins"	"verts Nord Pas-de-C"	"60-78"	"type=N_KON_N, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"Santé du Végétal -"	"Jardins et espaces"	"Jardins"	"verts Pucerons sur"	"2303-2321"	"type=N_KON_N, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"Santé du Végétal -"	"Jardins et espaces"	"Jardins"	"verts Cochenille ma"	"4366-4384"	"type=N_KON_N, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"2012 Cicadelle sur"	"érable et rosier"	"rosier"	"Dans le Haut Artois"	"4685-4701"	"type=N_KON_N, form=érable et rosier"
"BSV_JEV_2012-no5_cle422e12"	"Santé du Végétal -"	"Jardins et espaces"	"Jardins"	"verts Coléoptères C"	"5907-5925"	"type=N_KON_N, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"Santé du Végétal -"	"Jardins et espaces"	"Jardins"	"verts Nord Pas-de-C"	"8192-8210"	"type=N_KON_N, form=Jardins et espaces"
"BSV_JEV_2012-no5_cle422e12"	"Santé du Végétal -"	"Jardins et espaces"	"Jardins"	"verts Nord Pas-de-C"	"9810-9828"	"type=N_KON_N, form=Jardins et espaces"
"BSV_LIN_09_08_cle87e7eb"	"08 du 16 juin 2009"	"Lin et plantes"	"Lin"	"à fibres Animateur"	"104-118"	"type=N_KON_N, form=Lin et plantes"
"BSV_LIN_09_08_cle87e7eb"	"lles : La verse des"	"lins et l'humidité"	"lins"	"ambiante ont favori"	"4245-4263"	"type=N_KON_N, form=lins et l'humidité"
"BSV_Legumes_industries_2014_No13_-_version_2_cle87f962"	"cultures de grosses"	"carottes, la"	"carottes"	"pression s'accentue"	"874-886"	"type=N_PUN_N, form=carottes, la"
"BSV_Legumes_n_09_du_20_decembre_2012"	"ave rouge, carotte,"	"navet, radis"	"navet, radis"	") Apport récent de f"	"4556-4568"	"type=N_PUN_N, form=navet, radis"
"BSV_Legumes_n_09_du_20_decembre_2012"	"s par : CA21, Dijon"	"Céréales, Producteurs"	"Céréales"	"en AB, Terre de Fra"	"7992-8013"	"type=N_PUN_N, form=Céréales, Producteurs"
"BSV_Legumes_no13ERRATUM_cle816453"	"M me constat qu'en"	"choux, captures"	"choux"	"en l gƒre augmentat"	"10304-10319"	"type=N_PUN_N, form=choux, captures"
"BSV_Legumes_no13ERRATUM_cle816453"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"13373-13385"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no13_cle4531f2"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"1742-1754"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no15_cle443171-2"	"Comme observ es sur"	"choux, les"	"choux"	"captures de noctuel"	"6853-6863"	"type=N_PUN_N, form=choux, les"
"BSV_Legumes_no15_cle443171-2"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"16525-16537"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no21_cle49da1f-2"	"t en place dans les"	"vergers et les"	"vergers"	"cultures l gumi res"	"14396-14410"	"type=N_KON_N, form=vergers et les"
"BSV_Legumes_no21_cle49da1f-2"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"15533-15545"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"observateurs. Chou-"	"fleur, choux"	"choux"	"Chou-fleur, choux :"	"354-366"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"u-fleur, choux Chou-"	"fleur, choux"	"choux"	": Maladies de fin d"	"372-384"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no29_cle43abde"	"DELASSUS PLRN; Chou-"	"fleur, choux"	"choux"	": S.MOREL PLRN; Poi"	"6419-6431"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no30_cle49eb49"	"DELASSUS PLRN; Chou-"	"fleur, choux"	"choux"	": S.MOREL PLRN; Poi"	"4980-4992"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no33_cle4e7e9d-1"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"4498-4510"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no3_cle01ea33-1"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"3191-3203"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no5_cle0a7ff2-1"	"ALLIACEES ("	"Oignon, Ail"	"Oignon, Ail"	", Echalote, Poireau"	"12-23"	"type=N_PUN_N, form=Oignon, Ail"
"BSV_Legumes_no5_cle0a7ff2-1"	"actives ALLIACEES ("	"Oignon, Ail"	"Oignon, Ail"	", Echalote, Poireau"	"229-240"	"type=N_PUN_N, form=Oignon, Ail"
"BSV_Legumes_no5_cle0a7ff2-1"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"4164-4176"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_no5_du_8_juillet_2010_cle8f441d"	"t également. Sur le"	"melon, les"	"melon"	"taches dues à l'alt"	"7676-7686"	"type=N_PUN_N, form=melon, les"
"BSV_Legumes_no5_du_8_juillet_2010_cle8f441d"	"es de production de"	"melon, la"	"melon"	"coopérative AGROLEG"	"9489-9498"	"type=N_PUN_N, form=melon, la"
"BSV_Legumes_no7_cle0912d2-1"	"X: Vol de mouche du"	"chou, les"	"chou"	"pontes sont en cour"	"49-58"	"type=N_PUN_N, form=chou, les"
"BSV_Legumes_no7_cle0912d2-1"	"ot geons-les ! CHOU"	"CABUS, CHOU"	"CHOU"	"-FLEUR, CHOU DE BRUX"	"350-361"	"type=N_PUN_N, form=CABUS, CHOU"
"BSV_Legumes_no7_cle0912d2-1"	"7 2 Mai 2012 CHOU"	"CABUS, CHOU"	"CHOU"	"-FLEUR, CHOU DE BRUX"	"1917-1928"	"type=N_PUN_N, form=CABUS, CHOU"
"BSV_Legumes_no7_cle0912d2-1"	"12 CHOU CABUS, CHOU-"	"FLEUR, CHOU"	"CHOU"	"DE BRUXELLES(suite)"	"1929-1940"	"type=N_PUN_N, form=FLEUR, CHOU"
"BSV_Legumes_no7_cle0912d2-1"	"t en place dans les"	"vergers et les"	"vergers"	"cultures l gumi res"	"5648-5662"	"type=N_KON_N, form=vergers et les"
"BSV_Legumes_no7_cle0912d2-1"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"choux"	": S. MOREL-PLRN; Po"	"6759-6771"	"type=N_PUN_N, form=fleur, choux"
"BSV_NOIX_SO_2_23avril2014"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"11075-11089"	"type=N_KON_N, form=vergers et les"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"ogne : stade A pour"	"Golden et Gala"	"Golden, Gala"	"; début stade B pou"	"1457-1471"	"type=N_KON_N, form=Golden et Gala"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"chenille blanche du"	"mûrier, la"	"mûrier"	"cochenille du corno"	"13981-13991"	"type=N_PUN_N, form=mûrier, la"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"cochenille rouge du"	"poirier et le"	"poirier"	"Pou de San José (Cf"	"14042-14055"	"type=N_KON_N, form=poirier et le"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"ntrée pour certains"	"champignons et bactéries"	"champignons"	". Les parcelles conc"	"14900-14924"	"type=N_KON_N, form=champignons et bactéries"
"BSV_N_04-ARBO-2014-03-06_cle811cb8"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"16732-16746"	"type=N_KON_N, form=vergers et les"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"ue du Territoire en"	"fraise et framboise"	"fraise, framboise"	"Fraise acariens al"	"101-120"	"type=N_KON_N, form=fraise et framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"ue du territoire en"	"fraise et framboise"	"fraise, framboise"	"Le Bulletin de Sant"	"1200-1219"	"type=N_KON_N, form=fraise et framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"gétal de la filière"	"Fraise et Framboise"	"Fraise, Framboise"	"est édité en Aquita"	"1266-1285"	"type=N_KON_N, form=Fraise et Framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"s espèces suivantes"	"Fraise et Framboise"	"Fraise, Framboise"	"feront l'objet d'un"	"2218-2237"	"type=N_KON_N, form=Fraise et Framboise"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"sophila suzukii sur"	"fraisier et framboisier"	"fraisier, framboisier"	"et Cécidomyies sur"	"2560-2583"	"type=N_KON_N, form=fraisier et framboisier"
"BSV_No1-MaraichageFraise-Framboise_cle8d6cc7"	"framboisier. Le BSV"	"Fraise et Framboise"	"Fraise, Framboise"	"sera publié tous le"	"2623-2642"	"type=N_KON_N, form=Fraise et Framboise"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"d'acarien rouge sur"	"pommier et prunier"	"pommier, prunier"	", ce seuil est porté"	"17850-17868"	"type=N_KON_N, form=pommier et prunier"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"es cours d'eau avec"	"ronces et orties"	"ronces, orties"	") et broyage des ad"	"19190-19206"	"type=N_KON_N, form=ronces et orties"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"es espèces suivies ("	"cerisier, prunier et kiwi"	"cerisier, prunier, kiwi"	"). Des attaques impo"	"19679-19704"	"type=N_PUN_N_KON_N, form=cerisier, prunier et kiwi"
"BSV_No18-ARBO-2013-08-01_cle8db614"	"ntrée pour certains"	"champignons et bactéries"	"champignons"	". Les parcelles conc"	"20285-20309"	"type=N_KON_N, form=champignons et bactéries"
"BSV_No2-Grandes_Cultures_cle8a9796-1"	"ançon de la tige du"	"colza et le"	"colza"	"charançon de la tig"	"12924-12935"	"type=N_KON_N, form=colza et le"
"BSV_No20-Viticulture_cle0b8b97-1"	"Prodiffu, Soufflet"	"Vigne, Terres"	"Vigne"	"du Sud, Ucnl, Urabl"	"1275-1288"	"type=N_PUN_N, form=Vigne, Terres"
"BSV_No20-Viticulture_cle0b8b97-1"	"protection de leurs"	"vignes et les"	"vignes"	"invite à prendre ce"	"6616-6629"	"type=N_KON_N, form=vignes et les"
"BSV_No_6_pomme_de_terre_16_mai_2014_cle064521"	"lles environnantes ("	"Céréales, maïs, zones"	"Céréales, maïs"	"non cultivées ) qui"	"3760-3781"	"type=N_PUN_N, form=Céréales, maïs, zones"
"BSV_Normandie_no2-2014_reduit_cle8658d4"	"du BSV ZNA- Espaces"	"Verts et Jardins"	"Jardins"	"d'Amateurs. Pour ce"	"9685-9701"	"type=N_KON_N, form=Verts et Jardins"
"BSV_OLEAGINEUX_No9-14_V1-1_cle4c733d"	"e de risque pour le"	"colza, vis"	"colza"	"-à-vis des méligèthe"	"1223-1233"	"type=N_PUN_N, form=colza, vis"
"BSV_Ornement_Normandie_10_cle0b371a"	"arves de thrips sur"	"cyclamens, géraniums"	"géraniums"	", jeunes plants de v"	"777-797"	"type=N_PUN_N, form=cyclamens, géraniums"
"BSV_Ornement_Normandie_10_cle0b371a"	"s, jeunes plants de"	"verveines et chrysanthèmes"	"verveines, chrysanthèmes"	". Larve de thrips, t"	"816-842"	"type=N_KON_N, form=verveines et chrysanthèmes"
"BSV_Ornement_Normandie_10_cle0b371a"	"saïque annulaire du"	"poirier et d'ASPV"	"poirier"	"qui cause le Quince"	"2724-2741"	"type=N_KON_N, form=poirier et d'ASPV"
"BSV_Ornement_Normandie_11_cle0f71e8"	"es jeunes arbres en"	"pépinière, les"	"pépinière"	"feuilles peuvent al"	"795-809"	"type=N_PUN_N, form=pépinière, les"
"BSV_Ornement_Normandie_n-08-2012_cle0693f1"	"x du genre Prunus :"	"pruniers, pêchers, abricotiers, amandiers"	"pruniers, pêchers, abricotiers, amandiers"	"mais aussi divers P"	"3752-3793"	"type=N_PUN_N, form=pruniers, pêchers, abricotiers, amandiers"
"BSV_Ornement_Normandie_n-20-2012_cle04a5f3"	"sur une culture de"	"verveine, une"	"verveine"	"culture de pâqueret"	"3461-3474"	"type=N_PUN_N, form=verveine, une"
"BSV_Ornement_Normandie_n-20-2012_cle04a5f3"	"ine, une culture de"	"pâquerette, une"	"pâquerette"	"culture de cinérair"	"3486-3501"	"type=N_PUN_N, form=pâquerette, une"
"BSV_Ornement_Normandie_n-20-2014_cle0bad54"	"vales perdurent. En"	"pépinière, la"	"pépinière"	"situation sanitaire"	"440-453"	"type=N_PUN_N, form=pépinière, la"
"BSV_Ornement_Normandie_n-20-2014_cle0bad54"	"de vos cultures. En"	"horticulture, la"	"horticulture"	"situation sanitaire"	"671-687"	"type=N_PUN_N, form=horticulture, la"
"BSV_Ornement_Normandie_n-22-2012_cle0bf1cb"	"ans ces galeries un"	"champignon, l'Ambrosia"	"champignon"	"qui servira de nour"	"6476-6498"	"type=N_PUN_N, form=champignon, l'Ambrosia"
"BSV_Ornement_Normandie_n-22-2012_cle0bf1cb"	"à jaunâtre entre le"	"bois et l'écorce"	"bois"	"en forme d'éventail"	"9417-9433"	"type=N_KON_N, form=bois et l'écorce"
"BSV_Ornement_Normandie_n-25-2014_cle08f311"	"tiel à retenir : En"	"horticulture, la"	"horticulture"	"situation sanitaire"	"529-545"	"type=N_PUN_N, form=horticulture, la"
"BSV_PACA_12_01102013_cle0519e6"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"5248-5262"	"type=N_KON_N, form=vergers et les"
"BSV_PACA_1_18032014_cle862463"	"e en particulier la"	"vigne et l'olivier"	"vigne"	", mais aussi de nomb"	"3141-3159"	"type=N_KON_N, form=vigne et l'olivier"
"BSV_PACA_5_03072012_cle819e12"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"4008-4022"	"type=N_KON_N, form=vergers et les"
"BSV_PACA_Arbo_13_3_aout_2011_cle83d227"	"onnement du verger ("	"aubépines, cognassiers"	"cognassiers"	") et les vergers grê"	"7065-7087"	"type=N_PUN_N, form=aubépines, cognassiers"
"BSV_PACA_Arbo_13_3_aout_2011_cle83d227"	"iété sensible (Pink"	"Lady , Golden"	"Golden"	") notamment à la fav"	"11074-11087"	"type=N_PUN_N, form=Lady , Golden"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	", Granny, Braeburn,"	"Gala, Golden"	"Gala, Golden"	". Les stades phénolo"	"1821-1833"	"type=N_PUN_N, form=Gala, Golden"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"Nord : stade A sur"	"Golden,Zone"	"Golden"	"Sud : stade A sur G"	"2676-2687"	"type=N_PUN_N, form=Golden,Zone"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"e Sud : stade A sur"	"Golden, stade"	"Golden"	"A-B sur Cripps Pink"	"2706-2719"	"type=N_PUN_N, form=Golden, stade"
"BSV_PACA_Arbo_4_6_mars_2013_cle081942"	"tumulus visibles en"	"vergers et dégâts"	"vergers"	"visibles récents au"	"3865-3882"	"type=N_KON_N, form=vergers et dégâts"
"BSV_PDT_no_9_31_05_2012_cle8994c1"	", Mac Cain, NORIAP,"	"Roquette, Féculerie"	"Roquette, Féculerie"	"de Vic, Pom'Allianc"	"3995-4014"	"type=N_PUN_N, form=Roquette, Féculerie"
"BSV_POMME_15_LIM_7aout2014"	"connu (chancres sur"	"bois, dégâts"	"bois"	"réguliers les année"	"11949-11961"	"type=N_PUN_N, form=bois, dégâts"
"BSV_POMPOI_15_7juin2013"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"18009-18023"	"type=N_KON_N, form=vergers et les"
"BSV_POMPOI_3_LIM_15mars2011_cle05e836"	"ent apparent "" pour"	"Golden, stade"	"Golden"	"C à C3 "" gonflement"	"485-498"	"type=N_PUN_N, form=Golden, stade"
"BSV_POMPOI_3_LIM_15mars2011_cle05e836"	"ment apparent"" pour"	"Gala et stade"	"Gala"	"C3 pour Braeburn su"	"534-547"	"type=N_KON_N, form=Gala et stade"
"BSV_Pois_Feverole_2011_no6_V2_cle8d1e15"	"éagineux N° O1 Pois"	"protéagineux et Féverole"	"Féverole"	"du 03/05/2011 28 pa"	"99-123"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_Pois_Feverole_2011_no6_V2_cle8d1e15"	"9 feuilles pour le"	"pois et début"	"pois"	"floraison pour la f"	"16705-16718"	"type=N_KON_N, form=pois et début"
"BSV_Pois_Feverole_2011_no8_cle4d5c14"	"éagineux N° O1 Pois"	"protéagineux et Féverole"	"Féverole"	"du 17/05/2011 32 pa"	"99-123"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_Pois_Feverole_2011_no8_cle4d5c14"	"9 feuilles pour le"	"pois et début"	"pois"	"floraison pour la f"	"15270-15283"	"type=N_KON_N, form=pois et début"
"BSV_Pois_Feverole_2011_no9_cle411b1a"	"éagineux N° O1 Pois"	"protéagineux et Féverole"	"Féverole"	"du 24/05/2011 32 pa"	"99-123"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_Pois_Feverole_2011_no9_cle411b1a"	"9 feuilles pour le"	"pois et début"	"pois"	"floraison pour la f"	"13884-13897"	"type=N_KON_N, form=pois et début"
"BSV_RAISIN_N17_22072014"	"imat défavorable au"	"champignon, la"	"champignon"	"limitation des port"	"4048-4062"	"type=N_PUN_N, form=champignon, la"
"BSV_RAISIN_N17_22072014"	"s titanus) étant la"	"vigne, le"	"vigne"	"développement de la"	"6092-6101"	"type=N_PUN_N, form=vigne, le"
"BSV_RA_2013_MARAICH_07_cle07818c"	"URES DE PLEIN CHAMP"	"Ail, salade"	"Ail, salade"	"...... . . .. ... ."	"693-704"	"type=N_PUN_N, form=Ail, salade"
"BSV_RA_2013_MARAICH_07_cle07818c"	"...... . . .. ... ."	"Carotte, céleri"	"Carotte, céleri"	", ... Chou, navet, r"	"725-740"	"type=N_PUN_N, form=Carotte, céleri"
"BSV_RA_2013_MARAICH_07_cle07818c"	"arotte, céleri, ..."	"Chou, navet, radis, épinard, pomme"	"Chou, navet, radis, épinard"	"de terre .. ... .."	"746-780"	"type=N_PUN_N, form=Chou, navet, radis, épinard, pomme"
"BSV_RA_2013_MARAICH_07_cle07818c"	"de terre .. ... .."	"Poireau, oignons, échalotes, melon"	"Poireau, oignons, échalotes, melon"	"... p1 p2 p3 p4 CUL"	"800-834"	"type=N_PUN_N, form=Poireau, oignons, échalotes, melon"
"BSV_RA_2013_MARAICH_07_cle07818c"	"1. Zone Manziat Sur"	"radis, présence"	"radis"	"d'altises avec une"	"5623-5638"	"type=N_PUN_N, form=radis, présence"
"BSV_RA_2013_MARAICH_07_cle07818c"	"EGETAL RHONE-ALPES"	"Poireau, oignons, échalotes"	"Poireau, oignons, échalotes"	"Zone Feillens - Zon"	"6508-6535"	"type=N_PUN_N, form=Poireau, oignons, échalotes"
"BSV_RA_2013_MARAICH_07_cle07818c"	"ne Drôme centre Sur"	"oignon, le"	"oignon"	"botrytis se retrouv"	"6830-6840"	"type=N_PUN_N, form=oignon, le"
"BSV_RA_2014_MARAICH_09_cle0489d1"	"... . . .. ... . p1"	"Carotte, céleri, chou, radis, poireau, courgette, pomme"	"Carotte, céleri, chou, radis, poireau, courgette"	"de terre . p2 CULTU"	"710-765"	"type=N_PUN_N, form=Carotte, céleri, chou, radis, poireau, courgette, pomme"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"ns les parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"attaquées en 2013."	"436-460"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono16du03062014_cle0a9b1f"	"récoltes/semaine en"	"framboise et fraise"	"framboise, fraise"	"). Veiller à la bonn"	"37937-37956"	"type=N_KON_N, form=framboise et fraise"
"BSV_RA_Arbono17du07062011_cle057aed"	"portants dégâts sur"	"abricot et pêche"	"abricot, pêche"	". Il attaque princip"	"2441-2457"	"type=N_KON_N, form=abricot et pêche"
"BSV_RA_Arbono17du07062011_cle057aed"	"en particulier aux"	"pêchers, abricotiers et pruniers"	"pêchers, abricotiers, pruniers"	". Les symptômes se p"	"3626-3658"	"type=N_PUN_N_KON_N, form=pêchers, abricotiers et pruniers"
"BSV_RA_Arbono17du07062011_cle057aed"	"allés en vergers de"	"pommiers et poiriers"	"pommiers, poiriers"	"se poursuit en Savo"	"15683-15703"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono17du07062011_cle057aed"	"taines parcelles de"	"pommiers et poiriers"	"pommiers, poiriers"	"de Savoie/Haute-Sav"	"16352-16372"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono17du07062011_cle057aed"	"ur 50 observées) en"	"pommier et poirier"	"pommier, poirier"	". FEU BACTERIEN-ERWI"	"16980-16998"	"type=N_KON_N, form=pommier et poirier"
"BSV_RA_Arbono17du07062011_cle057aed"	"x puis les branches"	"fruitières, les"	"fruitières"	"charpentières, et p"	"17474-17489"	"type=N_PUN_N, form=fruitières, les"
"BSV_RA_Arbono20du26062012_cle0e141e"	"en particulier aux"	"pêchers, abricotiers et pruniers"	"pêchers, abricotiers, pruniers"	". Les symptômes se p"	"2279-2311"	"type=N_PUN_N_KON_N, form=pêchers, abricotiers et pruniers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"sur 8 parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"de Moyenne Vallée d"	"4050-4074"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"casionnellement aux"	"pommiers et poiriers"	"pommiers, poiriers"	". Des pièges sont en"	"21924-21944"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"taines parcelles de"	"pommiers et poiriers"	"pommiers, poiriers"	"pour suivre le vol"	"22587-22607"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"z attentivement vos"	"vergers, la"	"vergers"	"bactérie est un org"	"24597-24608"	"type=N_PUN_N, form=vergers, la"
"BSV_RA_Arbono20du26062012_cle0e141e"	"pièges installés en"	"cerisiers, fraisiers, framboisiers, myrtilles, pêchers et abricotiers"	"cerisiers, fraisiers, framboisiers, myrtilles, pêchers, abricotiers"	". Sur les parcelles,"	"27989-28058"	"type=N_PUN_N_KON_N, form=cerisiers, fraisiers, framboisiers, myrtilles, pêchers et abricotiers"
"BSV_RA_Arbono20du26062012_cle0e141e"	"eilles feuilles sur"	"fraisier, éclaircissage"	"fraisier"	"des latérales basse"	"28469-28492"	"type=N_PUN_N, form=fraisier, éclaircissage"
"BSV_RA_Arbono22du02072013_cle01ede7"	"(principalement sur"	"prunier et abricotier"	"prunier, abricotier"	") peut dans certaine"	"1699-1720"	"type=N_KON_N, form=prunier et abricotier"
"BSV_RA_Arbono22du02072013_cle01ede7"	"otier mais aussi le"	"pêcher et le"	"pêcher"	"prunier. En été, la"	"4089-4101"	"type=N_KON_N, form=pêcher et le"
"BSV_RA_Arbono22du02072013_cle01ede7"	"ur les parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"du secteur Rhône-Lo"	"5077-5101"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono22du02072013_cle01ede7"	"ur les parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"du réseau. 300 Vol"	"7847-7871"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono22du02072013_cle01ede7"	"de Carpocapses des"	"pommes et poires"	"pommes, poires"	"Toutes zones (cumul"	"19602-19618"	"type=N_KON_N, form=pommes et poires"
"BSV_RA_Arbono22du02072013_cle01ede7"	"s pièges suivis sur"	"cerisier, fraisier, framboisier, cassis, mûrier"	"cerisier, fraisier, framboisier, cassis, mûrier"	"et pêcher. Soyez pa"	"30783-30830"	"type=N_PUN_N, form=cerisier, fraisier, framboisier, cassis, mûrier"
"BSV_RA_Arbono22du02072013_cle01ede7"	"eilles feuilles sur"	"fraisier, éclaircissage"	"fraisier"	"des latérales basse"	"31327-31350"	"type=N_PUN_N, form=fraisier, éclaircissage"
"BSV_RA_Arbono23du17072012_cle0139a2"	"(principalement sur"	"prunier et abricotier"	"prunier, abricotier"	") peut dans certaine"	"1309-1330"	"type=N_KON_N, form=prunier et abricotier"
"BSV_RA_Arbono23du17072012_cle0139a2"	"otier mais aussi le"	"pêcher et le"	"pêcher"	"prunier. En été, la"	"2738-2750"	"type=N_KON_N, form=pêcher et le"
"BSV_RA_Arbono23du17072012_cle0139a2"	"les 7 parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"de Moyenne Vallée d"	"5334-5358"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"te, une parcelle de"	"pêchers et une"	"pêchers"	"parcelle d'abricoti"	"5440-5454"	"type=N_KON_N, form=pêchers et une"
"BSV_RA_Arbono23du17072012_cle0139a2"	"sur 3 parcelles de"	"pêchers et d'abricotiers"	"pêchers"	"de Moyenne Vallée d"	"5883-5907"	"type=N_KON_N, form=pêchers et d'abricotiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"casionnellement aux"	"pommiers et poiriers"	"pommiers, poiriers"	". Les suivis réalisé"	"19554-19574"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"taines parcelles de"	"pommiers et poiriers"	"pommiers, poiriers"	"pour suivre le vol"	"20101-20121"	"type=N_KON_N, form=pommiers et poiriers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"z attentivement vos"	"vergers, la"	"vergers"	"bactérie est un org"	"21384-21395"	"type=N_PUN_N, form=vergers, la"
"BSV_RA_Arbono23du17072012_cle0139a2"	"é des blessures sur"	"abricot, pêche, kiwi"	"abricot, pêche, kiwi"	", prune, pomme et po"	"22870-22890"	"type=N_PUN_N, form=abricot, pêche, kiwi"
"BSV_RA_Arbono23du17072012_cle0139a2"	"s d'entrée pour les"	"bactéries et champignons"	"champignons"	"responsables de pou"	"23202-23226"	"type=N_KON_N, form=bactéries et champignons"
"BSV_RA_Arbono23du17072012_cle0139a2"	"les plus sensibles ("	"fraisiers, framboisiers"	"fraisiers, framboisiers"	", Petits fruits). Le"	"24295-24318"	"type=N_PUN_N, form=fraisiers, framboisiers"
"BSV_RA_Arbono23du17072012_cle0139a2"	"eilles feuilles sur"	"fraisier, éclaircissage"	"fraisier"	"des latérales basse"	"25678-25701"	"type=N_PUN_N, form=fraisier, éclaircissage"
"BSV_RA_Arbono30du10092013_cle067bb6"	"r. Normalement, les"	"auxiliaires(microhyménoptères, oiseaux, champignon"	"champignon"	"parasite Beauveria"	"6339-6389"	"type=N_PUN_N, form=auxiliaires(microhyménoptères, oiseaux, champignon"
"BSV_RA_Arbono30du10092013_cle067bb6"	"ne. Pour rappel, ce"	"champignon, parasite"	"champignon"	"de blessures, peut"	"6954-6974"	"type=N_PUN_N, form=champignon, parasite"
