"bsv"	"context before"	"conjunction"	"match"	"context after"	"location"	"features"
"BSV_legumes_no24_cle46aed9"	"cultures de céleri-"	"rave et céleri"	"céleri"	"-branche à St Benoît"	"53303-53317"	"type=N_KON_N, form=rave et céleri"
"BSV_legumes_no24_cle46aed9"	"aladies.Alternaria ("	"carotte, panais, persil"	"carotte, panais, persil"	") : pour les parcell"	"54948-54971"	"type=N_PUN_N, form=carotte, panais, persil"
"BSV_legumes_no24_cle46aed9"	"bondant.Septoriose ("	"céleri, persil"	"céleri, persil"	"): risque moyen, pou"	"55395-55409"	"type=N_PUN_N, form=céleri, persil"
"BSV_maraich_12-09_cle09e4cd"	"légumes : carotte,"	"chou,épinard, salade"	"chou, épinard, salade"	". Tomate : une serre"	"205-225"	"type=N_PUN_N, form=chou,épinard, salade"
"BSV_maraich_12-09_cle09e4cd"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"10879-10928"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraich_12-09_cle09e4cd"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"10929-10948"	"type=N_PUN_N, form=horticulture, zones"
"BSV_maraich_12-20_cle082e21"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"6139-6188"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraich_12-20_cle082e21"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"6189-6208"	"type=N_PUN_N, form=horticulture, zones"
"BSV_maraichage_13-04_cle0b1abb"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"4237-4286"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraichage_13-04_cle0b1abb"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"4287-4306"	"type=N_PUN_N, form=horticulture, zones"
"BSV_maraichage_14-04_cle058f22"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"3923-3972"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraichage_14-04_cle058f22"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"3973-3992"	"type=N_PUN_N, form=horticulture, zones"
"BSV_maraichage_no02_du_4_mai_2011_cle83f85e"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"5093-5142"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraichage_no02_du_4_mai_2011_cle83f85e"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"5143-5162"	"type=N_PUN_N, form=horticulture, zones"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"s thrips sur oignon"	"blanc et poireau"	"poireau"	". Ces conditions sèc"	"8324-8340"	"type=N_KON_N, form=blanc et poireau"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"9221-9270"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"9271-9290"	"type=N_PUN_N, form=horticulture, zones"
"BSV_no15_du_27-05-14_cle0f3e54"	"ucerons cendrés sur"	"colza et présence"	"colza"	"de pucerons momifié"	"1455-1472"	"type=N_KON_N, form=colza et présence"
"BSV_no15_du_27-05-14_cle0f3e54"	"elles en bordure de"	"bois, un"	"bois"	"précédent cultural"	"13542-13550"	"type=N_PUN_N, form=bois, un"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"st pas atteint. Sur"	"féveroles, une"	"féveroles"	"parcelle présente e"	"477-491"	"type=N_PUN_N, form=féveroles, une"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"nt été observés sur"	"pois et féveroles"	"pois, féveroles"	". Sur pois, ce ravag"	"781-798"	"type=N_KON_N, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"s du réseau, et sur"	"féveroles, une"	"féveroles"	"parcelle présente d"	"1017-1031"	"type=N_PUN_N, form=féveroles, une"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"plante. Sitones sur"	"pois et féveroles"	"pois, féveroles"	": Charançon de 3,5"	"4115-4132"	"type=N_KON_N, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"entation azotée des"	"pois et féveroles"	"pois, féveroles"	". Les pertes de rend"	"4459-4476"	"type=N_KON_N, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"ité est atteint sur"	"pois et féveroles"	"pois, féveroles"	"entre les stades le"	"4604-4621"	"type=N_KON_N, form=pois et féveroles"
"BSV_no4_proteagineux_Normandie_R2013_ok_cle8b7b1e"	"ies Anthracnose sur"	"pois et féverole"	"pois, féverole"	": La nuisibilité de"	"6578-6594"	"type=N_KON_N, form=pois et féverole"
"BSV_no9_du_15-04-14_cle81cb1c"	"rtement recom-tion ("	"pois, luzerne, colza"	"pois, luzerne, colza"	", ). mandée étant do"	"6738-6758"	"type=N_PUN_N, form=pois, luzerne, colza"
"BSV_pdt_09_13_cle841d32"	"dreuse (Spongospora"	"subterranea, champignon"	"champignon"	"). La gale dite pust"	"1842-1865"	"type=N_PUN_N, form=subterranea, champignon"
"BSV_pois_08_cle47b73e"	"brun foncé sur les"	"feuilles et gousses"	"gousses"	". Pois d'hiver semé"	"2899-2918"	"type=N_KON_N, form=feuilles et gousses"
"BSV_proteagineux_14_002"	"éagineux N° O1 Pois"	"protéagineux et Féverole"	"Féverole"	"du 26 juin 2012 25"	"99-123"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14 - Pour"	"2531-2555"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14 attein"	"5719-5743"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14"	"9272-9296"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14 BRUCHE"	"11592-11616"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14 Etat g"	"13651-13675"	"type=N_KON_N, form=protéagineux et Féverole"
"BSV_proteagineux_14_002"	"hyto 2018 BSV Pois"	"protéagineux et Féverole"	"Féverole"	"Centre N° 14 Annexe"	"15064-15088"	"type=N_KON_N, form=protéagineux et Féverole"
"BSVarbo10_cle814295"	"r régulièrement vos"	"vergers, un"	"vergers"	"suivi à la loupe pe"	"5745-5756"	"type=N_PUN_N, form=vergers, un"
"BSVarbo12"	"0 végétaux (dont la"	"vigne, les"	"vigne"	"agrumes, le pêcher,"	"11790-11800"	"type=N_PUN_N, form=vigne, les"
"BSVarbo12"	"(dont la vigne, les"	"agrumes, le"	"agrumes"	"pêcher, le prunier,"	"11801-11812"	"type=N_PUN_N, form=agrumes, le"
"BSVarbo12"	"ne, les agrumes, le"	"pêcher, le"	"pêcher"	"prunier, l'amandier"	"11813-11823"	"type=N_PUN_N, form=pêcher, le"
"BSVarbo12"	"umes, le pêcher, le"	"prunier, l'amandier, le"	"prunier"	"laurier, ...). Elle"	"11824-11847"	"type=N_PUN_N, form=prunier, l'amandier, le"
"BSVarbo15_cle897df1-2"	"jusque 20 à 30% sur"	"mirabelles et quetsches"	"mirabelles, quetsches"	". Les acariens auxil"	"1664-1687"	"type=N_KON_N, form=mirabelles et quetsches"
"BSVarbo15_cle897df1-2"	"TION DU 8 JUIN 2011"	"Prunes, cerises"	"Prunes, cerises"	"Xylébores Situation"	"5658-5673"	"type=N_PUN_N, form=Prunes, cerises"
"BSVarbo15_cle897df1-2"	"à 47 captures. Sur"	"pommes, les"	"pommes"	"seuils de nuisibili"	"8707-8718"	"type=N_PUN_N, form=pommes, les"
"BSVarbo3_cle8618a5-3"	"tés Galaxy, Idared,"	"Golden, Gala"	"Golden, Gala"	"; C-C1 (pointe vert"	"2498-2510"	"type=N_PUN_N, form=Golden, Gala"
"BSVarbo3_cle8618a5-3"	"riétés précoces. En"	"poires, le"	"poires"	"stade de sensibilit"	"5277-5287"	"type=N_PUN_N, form=poires, le"
"BSVarbo5_cle8dc254-1"	"rvés localement sur"	"pruniers et pommiers"	"pruniers, pommiers"	". Prunes Carpocapses"	"460-480"	"type=N_KON_N, form=pruniers et pommiers"
"BSVarbo5_cle8dc254-1"	"ecteur localisé sur"	"pruniers et pommiers"	"pruniers, pommiers"	". On relève jusqu'à"	"3504-3524"	"type=N_KON_N, form=pruniers et pommiers"
"BSVarbo5_cle8dc254-1"	"e fleuries (cerises"	"acides, cerises"	"cerises"	"douces tardives, qu"	"6099-6114"	"type=N_PUN_N, form=acides, cerises"
"BSVarbo5_cle8dc254-1"	"t en place dans les"	"vergers et les"	"vergers"	"cultures légumières"	"9985-9999"	"type=N_KON_N, form=vergers et les"
"BSVleg18"	"élevée de maladies"	"Solanacées et concombre"	"concombre"	"sous abri (p.2) Pre"	"185-208"	"type=N_KON_N, form=Solanacées et concombre"
"BSVleg18"	"bactériose surtout."	"Solanacées et concombre"	"concombre"	"sous abri 2 Les obs"	"1244-1267"	"type=N_KON_N, form=Solanacées et concombre"
"BSVleg22_cle8a58a1"	"ectivement pour les"	"tomates, les"	"tomates"	"aubergines et les p"	"1879-1891"	"type=N_PUN_N, form=tomates, les"
"BSVleg22_cle8a58a1"	"ur les tomates, les"	"aubergines et les"	"aubergines"	"poivrons. Les tomat"	"1892-1909"	"type=N_KON_N, form=aubergines et les"
"BSVleg22_cle8a58a1"	"en ralentie sur les"	"aubergines et les"	"aubergines"	"poivrons. Les diffé"	"2016-2033"	"type=N_KON_N, form=aubergines et les"
"BSVleg22_cle8a58a1"	"re des attaques sur"	"aubergine et poivron"	"aubergine, poivron"	"depuis le début de"	"2329-2349"	"type=N_KON_N, form=aubergine et poivron"
"BSVleg2_cle055aaa"	"de 30 à 90 cm. Les"	"poivrons et aubergines"	"poivrons, aubergines"	"seront plantés cett"	"2301-2323"	"type=N_KON_N, form=poivrons et aubergines"
"BSVleg2_cle055aaa"	"importants sur les"	"salades et les"	"salades"	"voiles P17. Poireau"	"4704-4718"	"type=N_KON_N, form=salades et les"
"BSVleg3_cle037b91-1"	"commencent pour les"	"poivrons et les"	"poivrons"	"aubergines. A Metz,"	"2146-2161"	"type=N_KON_N, form=poivrons et les"
"BSVleg3_cle037b91-1"	"s plus développées ("	"poireau, échalote et oignon"	"poireau, échalote"	"blanc) dont la réco"	"3508-3535"	"type=N_PUN_N_KON_N, form=poireau, échalote et oignon"
"BSVleg9"	"ur chaque site, les"	"aubergines et poivrons"	"aubergines, poivrons"	"sont plantées envir"	"2279-2301"	"type=N_KON_N, form=aubergines et poivrons"
"BSVleg9"	"de 80% des pieds de"	"poivron et d'aubergine"	"poivron"	"hébergent des colon"	"2868-2890"	"type=N_KON_N, form=poivron et d'aubergine"
"BSVleg9"	"mouche du chou) sur"	"radis et navet"	"radis, navet"	"dans une moindre me"	"8938-8952"	"type=N_KON_N, form=radis et navet"
"BSVn10"	"des cicadelles sur"	"céréales, pièges"	"céréales"	"englués jaunes A4 e"	"3526-3542"	"type=N_PUN_N, form=céréales, pièges"
"BSVn10"	"vi des pucerons sur"	"blé et orge"	"blé, orge"	"en semaine 44 (du 2"	"4454-4465"	"type=N_KON_N, form=blé et orge"
"BSVn10"	"c la croissance des"	"céréales, les"	"céréales"	"seuils de risque de"	"5007-5020"	"type=N_PUN_N, form=céréales, les"
"BSVn10"	"alors que dans les"	"prairies, le"	"prairies"	"couvert végétal mas"	"8424-8436"	"type=N_PUN_N, form=prairies, le"
"BSVn10_26-10-11_2_cle0f4be8"	"s Vosges, Champagne"	"Céréales, la"	"Céréales"	"Coopérative Agricol"	"6628-6640"	"type=N_PUN_N, form=Céréales, la"
"BSVviti20"	"ses : éclatement de"	"baies, perforation"	"baies"	"de vers de la grapp"	"4022-4040"	"type=N_PUN_N, form=baies, perforation"
"Bsv_lin_18_a_cle09d729"	"2 du 13 avril 2010"	"Lin et plantes"	"Lin"	"à fibres Stades du"	"104-118"	"type=N_KON_N, form=Lin et plantes"
"Bul_leg_no4_cle4be3c9"	"sur choux-fleurs et"	"choux, radis, salades, oignons et poireaux"	"choux, radis, salades, oignons, poireaux"	", est due aux limace"	"561-603"	"type=N_PUN_N_KON_N, form=choux, radis, salades, oignons et poireaux"
"Bul_leg_no4_cle4be3c9"	"us souvent pour les"	"oignons et les"	"oignons"	"poireaux un jauniss"	"884-898"	"type=N_KON_N, form=oignons et les"
"Bul_leg_no4_cle4be3c9"	"arfois sa mort. Sur"	"radis, salades, choux"	"radis, salades, choux"	"-fleurs et choux, la"	"986-1007"	"type=N_PUN_N, form=radis, salades, choux"
"Bul_leg_no4_cle4be3c9"	"dis, salades, choux-"	"fleurs et choux"	"choux"	", la partie broutée"	"1008-1023"	"type=N_KON_N, form=fleurs et choux"
"Bul_leg_no4_cle4be3c9"	"ones à proximité de"	"haies, bois, fossés"	"bois"	"peuvent également ê"	"1434-1453"	"type=N_PUN_N, form=haies, bois, fossés"
"Bul_leg_no4_cle4be3c9"	"utes cultures Choux-"	"fleurs, choux"	"choux"	"Altises Quelques al"	"2679-2692"	"type=N_PUN_N, form=fleurs, choux"
"Bul_leg_no4_cle4be3c9"	"re sur 5% des choux-"	"fleurs et choux"	"choux"	"au maximum avec pas"	"2853-2868"	"type=N_KON_N, form=fleurs et choux"
"Bul_leg_no4_cle4be3c9"	"a plantation. Choux-"	"fleurs, choux"	"choux"	"Présence d'altises"	"3765-3778"	"type=N_PUN_N, form=fleurs, choux"
"Bulletin-de-sante-du-vegetal-no1-1842"	"constatées dans vos"	"parcs et jardins"	"parcs, jardins"	". MARRONNIER PLATANE"	"569-585"	"type=N_KON_N, form=parcs et jardins"
"Bulletin-de-sante-du-vegetal-no1-1842"	"atane Tilleul Chêne"	"Pommier, prunellier"	"Pommier"	"Pyrus Peuplier Pin"	"1090-1109"	"type=N_PUN_N, form=Pommier, prunellier"
"Bulletin-de-sante-du-vegetal-no1-1842"	"s'est développé sur"	"chêne, érable, platane et tilleul"	"chêne, tilleul"	"avec une intensité"	"6166-6199"	"type=N_PUN_N_KON_N, form=chêne, érable, platane et tilleul"
"Bulletin-de-sante-du-vegetal-no1-1842"	"le jaunissement des"	"aiguilles et une"	"aiguilles"	"défoliation. Elles"	"9128-9144"	"type=N_KON_N, form=aiguilles et une"
"Bulletin-de-sante-du-vegetal-no1-1842"	"rier, le mélèze, le"	"pin et le"	"pin"	"sapin. Le genre Cin"	"10232-10241"	"type=N_KON_N, form=pin et le"
"Bulletin-de-sante-du-vegetal-no1-1842"	"lle quelle dans les"	"jardins et espaces"	"jardins"	"verts. La CRA Midi-"	"15083-15101"	"type=N_KON_N, form=jardins et espaces"
"Bulletin-de-sante-du-vegetal-no1-1842"	"protection de leurs"	"jardins et espaces"	"jardins"	"verts, et les invit"	"15237-15255"	"type=N_KON_N, form=jardins et espaces"
"Bulletin-de-sante-du-vegetal-no1-1842"	"s espaces verts des"	"villes et parcs"	"parcs"	"privés A ce jour, 1"	"17215-17230"	"type=N_KON_N, form=villes et parcs"
"Bulletin-de-sante-du-vegetal-no1-1842"	"ageurs (cossus gâte-"	"bois, mineuse"	"bois"	"du marronnier, proc"	"17643-17656"	"type=N_PUN_N, form=bois, mineuse"
"Bulletin-de-sante-du-vegetal-no1-1842"	"processionnaire du"	"chêne, zeuzère"	"chêne"	") des pièges à phéro"	"17715-17729"	"type=N_PUN_N, form=chêne, zeuzère"
"Bulletin-de-sante-du-vegetal-no16-2046"	": A l'instar de la"	"vigne, Eudémis"	"vigne"	"a eu un démarrage p"	"8878-8892"	"type=N_PUN_N, form=vigne, Eudémis"
"Bulletin-de-sante-du-vegetal-no19-2055"	"ts A l'instar de la"	"vigne, Eudémis"	"vigne"	"a eu un démarrage p"	"6374-6388"	"type=N_PUN_N, form=vigne, Eudémis"
"Bulletin-de-sante-du-vegetal-no19-2230"	"ts A l'instar de la"	"vigne, Eudémis"	"vigne"	"a eu un démarrage p"	"7253-7267"	"type=N_PUN_N, form=vigne, Eudémis"
"Bulletin-de-sante-du-vegetal-no24"	"articulièrement aux"	"cerisiers, abricotiers, pêchers"	"cerisiers, abricotiers, pêchers"	", petits fruits roug"	"8592-8623"	"type=N_PUN_N, form=cerisiers, abricotiers, pêchers"
"Bulletin-de-sante-du-vegetal-no24"	"hers, petits fruits"	"rouges et fraisiers"	"fraisiers"	". Les larves de cett"	"8639-8658"	"type=N_KON_N, form=rouges et fraisiers"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"Haricots"	"verts et Flageolets"	"Flageolets"	"..................."	"384-403"	"type=N_KON_N, form=verts et Flageolets"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"....... 4"	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"..................."	"999-1026"	"type=N_PUN_N, form=Asperge, Courgette, Poireau"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"13 Oignon-"	"échalote et pomme"	"échalote"	"de terre primeur .."	"2148-2165"	"type=N_KON_N, form=échalote et pomme"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"n. Haricots"	"verts et Flageolets"	"Flageolets"	"Contexte"	"4931-4950"	"type=N_KON_N, form=verts et Flageolets"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"vinaigre de cidre."	"Asperge, Courgette, Poireau"	"Asperge, Courgette, Poireau"	"AspergeParcelles su"	"13973-14000"	"type=N_PUN_N, form=Asperge, Courgette, Poireau"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"e). Oignon-Oignon -"	"échalote et pomme"	"échalote"	"de terre primeur Oi"	"32772-32789"	"type=N_KON_N, form=échalote et pomme"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"ips rencontrées sur"	"oignon, oignon"	"oignon, oignon"	"bulbille, échalote"	"33786-33800"	"type=N_PUN_N, form=oignon, oignon"
"COMPIL-BSV_-_Legumes_no18_cle04e91c"	"sur oignon, oignon"	"bulbille, échalote"	"échalote"	"sont en augmentatio"	"33801-33819"	"type=N_PUN_N, form=bulbille, échalote"
"JV_19_du_060813"	"ses(30%) +céréales ("	"seigle, avoine"	"seigle, avoine"	",..) sont intéressan"	"1528-1542"	"type=N_PUN_N, form=seigle, avoine"
"JV_19_du_060813"	"gumineuses à grosse"	"graine(vesce, gesce, févérole"	"févérole"	"). Cette dernière ét"	"1675-1704"	"type=N_PUN_N, form=graine(vesce, gesce, févérole"
"JV_19_du_060813"	", il faut supprimer"	"baguette et raisins"	"raisins"	"afin de le soulager"	"7662-7681"	"type=N_KON_N, form=baguette et raisins"
"Lettre_liaison_Ecophyto_1"	"au départ (grandes"	"cultures et vigne"	"vigne"	") à quatre en y ajou"	"2499-2516"	"type=N_KON_N, form=cultures et vigne"
"Lettre_liaison_Ecophyto_1"	"e en y ajoutant les"	"prairies et les"	"prairies"	"zones non agricoles"	"2545-2560"	"type=N_KON_N, form=prairies et les"
"Lettre_liaison_Ecophyto_1"	"st une région où la"	"forêt et les"	"forêt"	"surfaces fourragère"	"3142-3154"	"type=N_KON_N, form=forêt et les"
"Lettre_liaison_Ecophyto_1"	"et périurbaines. La"	"forêt et l'agriculture"	"forêt"	"occupent chacune 44"	"4834-4856"	"type=N_KON_N, form=forêt et l'agriculture"
"Lettre_liaison_Ecophyto_1"	"randes cultures, la"	"vigne, la"	"vigne"	"prairie et les zone"	"8655-8664"	"type=N_PUN_N, form=vigne, la"
"Lettre_liaison_Ecophyto_1"	"tures, la vigne, la"	"prairie et les"	"prairie"	"zones non agricoles"	"8665-8679"	"type=N_KON_N, form=prairie et les"
"Lettre_liaison_Ecophyto_1"	"vateurs. En Grandes"	"cultures et vigne"	"vigne"	", la parution des Bu"	"8846-8863"	"type=N_KON_N, form=cultures et vigne"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"ommes de terre, les"	"betteraves, le"	"betteraves"	"maïs. Il est probab"	"3173-3187"	"type=N_PUN_N, form=betteraves, le"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"anifestent dans les"	"plantations, vergers"	"vergers"	"des terrains sablon"	"6433-6453"	"type=N_PUN_N, form=plantations, vergers"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"s au m² et pour les"	"pépinières, cultures"	"pépinières"	"légumières : 4-5 la"	"8718-8738"	"type=N_PUN_N, form=pépinières, cultures"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"nte, il attaque les"	"chênes, les"	"chênes"	"érables, le charme,"	"17555-17566"	"type=N_PUN_N, form=chênes, les"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"harme, le hêtre, le"	"châtaignier et le"	"châtaignier"	"marronnier. Les sau"	"17600-17617"	"type=N_KON_N, form=châtaignier et le"
"Note_nationale_BSV_Hannetons_et_vers_blancs_cle8bf378-1"	"lolontha préfère le"	"prunier et le"	"prunier"	"mirabellier. Dans l"	"17764-17777"	"type=N_KON_N, form=prunier et le"
"Note_nationale_abeilles"	"Al-SDQPV et ANAMSO ("	"colza, p"	"colza"	".2) En butinant de f"	"532-540"	"type=N_PUN_N, form=colza, p"
"Note_nationale_abeilles_et_pollinisateurs_cle4f1286"	"Al-SDQPV et ANAMSO ("	"colza, p"	"colza"	".2) En butinant de f"	"532-540"	"type=N_PUN_N, form=colza, p"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"erprofessionnel des"	"Fruits et Légumes"	"Légumes"	"(CTIFL) et des stat"	"375-392"	"type=N_KON_N, form=Fruits et Légumes"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"tants concernent la"	"cerise, la"	"cerise"	"fraise, les petits"	"1108-1118"	"type=N_PUN_N, form=cerise, la"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"aussi constatés sur"	"pêche et abricot"	"pêche, abricot"	"mais avec une impor"	"1211-1227"	"type=N_KON_N, form=pêche et abricot"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"s cultures comme la"	"pomme, la"	"pomme"	"figue, la vigne, le"	"1305-1314"	"type=N_PUN_N, form=pomme, la"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"comme la pomme, la"	"figue, la"	"figue"	"vigne, le kiwi et l"	"1315-1324"	"type=N_PUN_N, form=figue, la"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"pomme, la figue, la"	"vigne, le"	"vigne"	"kiwi et le kaki son"	"1325-1334"	"type=N_PUN_N, form=vigne, le"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"figue, la vigne, le"	"kiwi et le"	"kiwi"	"kaki sont susceptib"	"1335-1345"	"type=N_KON_N, form=kiwi et le"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"es (zones abritées,"	"bois, bosquets"	"bois"	"). Les niveaux de p"	"1685-1699"	"type=N_PUN_N, form=bois, bosquets"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"coltes/ semaines en"	"fraise et framboise"	"fraise, framboise"	") . Les fruits à ple"	"6088-6107"	"type=N_KON_N, form=fraise et framboise"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"eilles feuilles sur"	"fraisier, éclaircissage"	"fraisier"	"des latérales basse"	"6397-6420"	"type=N_PUN_N, form=fraisier, éclaircissage"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"/mètre linéaire sur"	"framboisier, taille"	"framboisier"	"des arbres adaptée,"	"6509-6528"	"type=N_PUN_N, form=framboisier, taille"
"Note_technique_D_Suzukii_revision_2014_cle8a6134"	"sont à l'étude. En"	"vergers, l'application"	"vergers"	"d'insecticide sur l"	"8964-8986"	"type=N_PUN_N, form=vergers, l'application"
"Note_trichogramme_2014"	"eurs de semences de"	"maïs et sorgho"	"maïs, sorgho"	"d'Ariège, Biotop et"	"4752-4766"	"type=N_KON_N, form=maïs et sorgho"
"Note_trichogramme_2014"	"dans la culture de"	"maïs, Fiche"	"maïs"	"technique.Naïbo B,"	"6139-6150"	"type=N_PUN_N, form=maïs, Fiche"
"bsv_02_pdt_11_fev_14_cle0c474f"	"Expandis, Ferme des"	"Tilleuls, Terres"	"Tilleuls"	"de France, GITEP, M"	"4750-4766"	"type=N_PUN_N, form=Tilleuls, Terres"
"bsv_02_pdt_11_fev_14_cle0c474f"	", Mac Cain, NORIAP,"	"Roquette, Féculerie"	"Roquette, Féculerie"	"de Vic, Pom'Allianc"	"4803-4822"	"type=N_PUN_N, form=Roquette, Féculerie"
"bsv_09_ornement_20140711_cle84eab1"	"Processionnaire du"	"pin, Zeuzère"	"pin"	", Duponchelia Pyrale"	"399-411"	"type=N_PUN_N, form=pin, Zeuzère"
"bsv_09_pdt_28_mai_13_cle07bd36"	", Mac Cain, NORIAP,"	"Roquette, Coopérative"	"Roquette"	"de Vecquemont, Earl"	"4365-4386"	"type=N_PUN_N, form=Roquette, Coopérative"
"bsv_09_pdt_28_mai_13_cle07bd36"	"Deraeve, Ferme des"	"Tilleuls, Terres"	"Tilleuls"	"de France, Bayer, F"	"4435-4451"	"type=N_PUN_N, form=Tilleuls, Terres"
"bsv_12_gc_10_mai_12_cle8df51d"	"la Somme, Champagne"	"Céréales, Ets"	"Céréales"	"Compas, Coop de Mil"	"20291-20304"	"type=N_PUN_N, form=Céréales, Ets"
"bsv_13_pdt_25_juin_13_cle453463"	", Mac Cain, NORIAP,"	"Roquette, Coopérative"	"Roquette"	"de Vecquemont, Earl"	"6477-6498"	"type=N_PUN_N, form=Roquette, Coopérative"
"bsv_13_pdt_25_juin_13_cle453463"	"Deraeve, Ferme des"	"Tilleuls, Terres"	"Tilleuls"	"de France, Bayer, F"	"6547-6563"	"type=N_PUN_N, form=Tilleuls, Terres"
"bsv_2014_arbo_39_cle4cea53"	"des fruits (fraises"	"remontantes, framboise"	"framboise"	") avec la présence"	"3529-3551"	"type=N_PUN_N, form=remontantes, framboise"
"bsv_2014_arbo_39_cle4cea53"	"uêpes, tels que les"	"prunes, abricots et pêches"	"prunes, abricots, pêches"	", Fredon IDF où l'ép"	"3734-3760"	"type=N_PUN_N_KON_N, form=prunes, abricots et pêches"
"bsv_2014_arbo_39_cle4cea53"	"me de terre légumes"	"industriels, arboriculture, maraîchage, pépinière"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"5328-5377"	"type=N_PUN_N, form=industriels, arboriculture, maraîchage, pépinière"
"bsv_2014_arbo_39_cle4cea53"	"raîchage, pépinière"	"horticulture, zones"	"horticulture"	"non agricoles. Le B"	"5378-5397"	"type=N_PUN_N, form=horticulture, zones"
