	Line	Column	Rule ID	Prio	Message	Word	Suggestion
1375	3812	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'IFV	IF; IFS; fV; IF V
1376	3816	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'Irouleguy	Rouleaux; Promulgue; Promulgué; Rouleau; Promulgua
1377	3817	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'Irouléguy	Rouleaux; Promulgue; Promulgué; Rouleau; Promulgua
1378	3823	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'Orb	Or; ORL; Orbe; Ors; 3RB
1379	3826	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'Ugni	Uni
1380	3836	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'acti	actif; acte; axe; axé; acté
1381	3851	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'amisulbrom	
1382	3856	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'amétoctradine	
1383	3899	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'enca	inca; ENA; encan; encas; encra
1384	3915	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'exco	expo; éco
1385	3936	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'humidi	humide
1386	3938	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'hygro	Hugo; haro; hydre; hygroma; Hiro
1387	3948	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'infes	Indes; infos; innées; innés; Inès
1388	3962	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'interrang	inter rang
1389	3980	3	ACCORD_R_PERS_VERBE[7] 	1	Vérifiez l’accord entre le pronom « on » et le verbe « ont ».	l'ont	a
1390	3994	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'ébourgeon	bourgeon; ébourgeonna; ébourgeonne; ébourgeonnè; ébourgeonné
1391	4010	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'épidémiosurveillance	
1392	4012	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	l'érinose	épineuse; mérinos; ribose; trinôme; érine
1393	4026	1	D_N[1] 	1	‘La’ et le nom ‘laboratoire’ ne semblent pas bien accordés.	la	le laboratoire; les laboratoires
1394	4029	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lack	lac; lacs; pack; Zack; laque
1395	4030	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lage	large; page; âge; plage; âgé
1396	4041	1			« latence » et « latent » ne semblent pas bien accordés en genre.	latent	latente
1397	4042	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lations	l'actions; l'avions; l'étions; lattions; nations
1398	4045	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lauer@alsace	
1399	4048	4			Faute de frappe possible : un mot est répété : le le. Correction : « le ».	la|le	le
1400	4052	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lement	le ment; l'émet; l'emmène; l'emmena; l'emmené
1401	4055	1			« lent » et « lente » ne semblent pas bien accordés en genre.	lente - 55	lent
1402	4057	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	leptospyla	leptospire
1403	4059	5	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	les-vegetaux	végétaux
1404	4061	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lettrer	l'éther; l'étrier; lettres; lettre; lettrés
1405	4066	1			« levier » et « levée » ne semblent pas bien accordés en genre.	levée	levé
1406	4071	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lic	lac; lit; lié; lie; pic
1407	4101	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ljungiana	Ljubljana; Juliana; jungien; jungiens; Luciana
1408	4102	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	llin	lin; loin; lien; lit; lié
1409	4107	1			« local » et « localisation » ne semblent pas bien accordés en genre.	localisation	
1410	4112	1			« loi » et « lointain » ne semblent pas bien accordés en genre.	lointain	lointaine
1411	4113	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	loire	Loire; l'aire; noire; voire; gloire
1412	4116	1			« long » et « longue » ne semblent pas bien accordés en genre.	longue	long
1413	4118	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lopperont	l'opèrent; l'opteront; l'opérons; l'houpperont; l'opérant
1414	4124	1			Après le pronom sujet « ils » devrait se trouver un verbe, or « lorsque » n’en est pas un. Vérifiez une éventuelle confusion ou faute d’orthographe.	lorsque	
1415	4130	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lt	LT; et; la; le; là
1416	4131	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lucorum	quorum; décorum
1417	4137	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lures	dures; curés; jurés; lunes; pures
1418	4140	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lya	la; là; lys; lia; Léa
1419	4147	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lécanines	lé canines
1420	4148	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	lées	l'aies; laies; les; liées; liés
1421	4155	1			« légumier » et « lésion » ne semblent pas bien accordés en genre.	lésion	
1422	4159	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	macroconidie	
1423	4160	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	macroconidies	
1424	4161	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	madirannais	Mariannes; gardiennais; gardiennés; maharanis; mandrinais
1425	4162	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	magdalena	Magdalena; Magdala
1426	4168	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	maine	mène; Maine; même; main; maire
1427	4168	1			Faute de frappe possible : un mot est répété : maine maine. Correction : « maine ».	maine	maine
1428	4169	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	maine=	mène; Maine; même; main; maire
1429	4174	1			Une virgule est conseillée dans ce contexte.	mairie	mairie, mais
1430	4187	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	malheu	malheur; mal heu
1431	4198	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mar	par; car; mai; mars; mal
1432	4205	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mari@fredon	
1433	4207	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	marmandais	maraudais; marchandais; margaudais; marmonnais; marmonnés
1434	4215	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	martigne@gironde	
1435	4223	1			« matinal » et « matinée » ne semblent pas bien accordés en genre.	matinée	
1436	4225	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	matu	ma tu; battu; Matt; mât; mat
1437	4229	1			« maturité » et « matériel » ne semblent pas bien accordés en genre.	matériel	matérielle
1438	4236	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	maîtri	maître; maitre; maigri
1439	4239	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	meau	mot; eau; beau; moi; mon
1440	4241	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	melolontha	mêleront
1441	4253	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	meslier@fredonpc	
1442	4258	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	meteociel	matériel; météorite; météorites; matriciel; météore
1443	4260	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	meture	m'épure; m'étire; mesure; mettre; mètre
1444	4261	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mh	MH; mH; mm; ma; me
1445	4262	1			« mi mi-aout » est une erreur de typographie.	mi	mi-mi-aout
1446	4275	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mide	mise; mode; aide; aidé; mine
1447	4278	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	miers	tiers; mers; fiers; miels; miens
1448	4282	1	D_N[1] 	1	‘Mil’ et le nom ‘mildiou’ ne semblent pas bien accordés.	mil	mil mildious
1449	4287	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	millérandage	millerandage; millerandages
1450	4289	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	milstop	mil stop; mils top
1451	4302	1			Faute de frappe possible : un mot est répété : mise mise. Correction : « mise ».	mise	mise
1452	4306	1			Faute de frappe possible : un mot est répété : mm mm. Correction : « mm ».	mm	mm
1453	4307	6			Les mois de l’année n’ont pas de majuscule. Voulez-vous écrire « février » ?	mm - Février	février
1454	4309	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mn	MN; mN; en; un; on
1455	4310	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mo	Mo; mot; mm; eau; do
1456	4315	1			Faute de frappe possible : un mot est répété : mode mode. Correction : « mode ».	mode	mode
1457	4328	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	moissac	Moissac; moussa; Moissan; Moussa; moisa
1458	4343	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	montreuil	mon treuil; Montreuil; Montréal; Montreux; montreur
1459	4358	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mp	mm; ma; me; IP; mi
1460	4367	1			« muscadelle » et « muscat » ne semblent pas bien accordés en genre.	muscat	
1461	4369	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	my	y; mm; ma; me; mi
1462	4383	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	mérithalle	maritale
1463	4386	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	métrie	mettre; mètre; maitre; maitrise; maitrisé
1464	4415	3	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	n'obverse	obvers; obvers e
1465	4424	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nadege	Nadège
1466	4428	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nan	non; an; San; van; Jan
1467	4429	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nance	lance; lancé; Nancy; dance; nuance
1468	4430	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nant	n'ont; n'ait; tant; naît; nait
1469	4434	1			« natif » et « nation » ne semblent pas bien accordés en genre.	nation	
1470	4435	1			« nation » et « national » ne semblent pas bien accordés en genre.	national	nationale
1471	4436	1			« national » et « nature » ne semblent pas bien accordés en genre.	nature	
1472	4437	1			« nature » et « naturel » ne semblent pas bien accordés en genre.	naturel	naturelle
1473	4441	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nd	ne; né; ni; CD; ad
1474	4442	1			Faute de frappe possible : un mot est répété : ne ne. Correction : « ne ».	ne	ne
1475	4444	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	necator	Hector; nectar; Nestor; sécateur; négateur
1476	4445	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nent	n'est; n'ont; n'eut; cent; vent
1477	4446	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nervaire	nervée; nerva ire
1478	4453	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nicolas	Nicolas; n'accolas; n'isolas; Nicholas; nicols
1479	4455	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nima	n'ira; n'aima; nomma; Lima; Nina
1480	4468	1			Faute de frappe possible : un mot est répété : non non. Correction : « non ».	non	non
1481	4475	5	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nos-bsv	BSD; mSv; ESv; GSv; MSv
1482	4477	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	notam	nota; Noam; notas; notai; notât
1483	4480	1			Faute de frappe possible : un mot est répété : note note. Correction : « note ».	note	note
1484	4485	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nou	ou; nom; où; non; nous
1485	4492	1			« nouveau » et « nouveauté » ne semblent pas bien accordés en genre.	nouveauté	
1486	4497	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nt	nT; et; ne; ont; né
1487	4500	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nucicole	Nicole; luciole; nucléole; tubicole; rupicole
1488	4510	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	nymphosent	nympho sent
1489	4540	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	o%C3%AFdium	
1490	4546	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ob	Ob; au; aux; ou; où
1491	4550	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	obser	oser; aubier; bosser; obier
1492	4553	1			« observateur » et « observation » ne semblent pas bien accordés en genre.	observation	
1493	4561	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	occitanie	Occitanie; occitane; occitanien; occitan; Océanie
1494	4575	1			Un verbe est attendu après le pronom personnel « on », pas un nom.	oospore	
1495	4575	1			Après le pronom sujet « on » devrait se trouver un verbe, or « oospore » n’en est pas un. Vérifiez une éventuelle confusion ou faute d’orthographe.	oospore	
1496	4576	1			« oospore » et « optimal » ne semblent pas bien accordés en genre.	optimal	optimale
1497	4580	1			« opération » et « opérationnel » ne semblent pas bien accordés en genre.	opérationnel	opérationnelle
1498	4588	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ordeuses	tordeuses; bordeuses; cordeuses; mordeuses
1499	4590	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	org	aura; or; bourg; ONG; orge
1500	4600	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	osciller	oscille rote; osciller ôte; osciller ôté; osciller Othe; osciller ôtè
1501	4602	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	otrytis	botrytis
1502	4612	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	oïdiées	idées; dédiées; étudiées; aidées; vidées
1503	4617	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pactées	pactes; cactées; taxées; lactées; pattées
1504	4618	1			Faute de frappe possible : un mot est répété : page page. Correction : « page ».	page	page
1505	4619	6	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	page=article&id	article; articles; artillerie
1506	4639	1			Il manque « que » ou « qu’ » après le mot « parce ».	parce	parce que; parce qu'
1507	4655	1			« particularité » et « particulier » ne semblent pas bien accordés en genre.	particulier	particulière
1508	4657	1			« particulier » et « partie » ne semblent pas bien accordés en genre.	partie	parti
1509	4675	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pauca	poqua; posa; PACA; Paula; coca
1510	4677	1			Faute de frappe possible : un mot est répété : pays pays. Correction : « pays ».	pays	pays
1511	4680	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pdf	PDF; EDF; PDG; GDF; SDF
1512	4681	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pe-	de; le; ce; se; ne
1513	4682	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	tites	titres; sites; cités; dites; têtes
1514	4683	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pection	section; rection
1515	4688	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pement	dément; piment; pèsent; sèment; cément
1516	4701	1			« persan » et « persistance » ne semblent pas bien accordés en genre.	persistance	
1517	4716	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	php	PHP; pop; fa; pH; fi
1518	4717	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	phyllophages	phytophages
1519	4724	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	phytoplasme	cytoplasme; protoplasme
1520	4734	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	piegeages	piégeages; piégeage; piégeâmes; piégeâtes
1521	4735	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pienne@civc	
1522	4738	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pilleriana	pellerions; pilerions; pillerions
1523	4750	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	piègeage	piégeage; piégeages; piège age
1524	4751	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	piégage	piégeage
1525	4758	1			« plage » et « plain » ne semblent pas bien accordés en genre.	plain	plaine
1526	4768	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	plantier	planter; plantiez; platier
1527	4771	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	plasmopara	
1528	4787	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pluvio	pluviaux
1529	4795	1			« poil » et « pointe » ne semblent pas bien accordés en genre.	pointe	point
1530	4799	1			Faute de frappe possible : un mot est répété : pois pois. Correction : « pois ».	pois	pois
1531	4803	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	polleniz	pillent; pollen; pollens; collent; polenta
1532	4805	1			« pollinisateur » et « pollinisation » ne semblent pas bien accordés en genre.	pollinisation	
1533	4807	1			« pollution » et « polygonal » ne semblent pas bien accordés en genre.	polygonal	polygonale
1534	4809	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pomonella	colonel; colonels; colonelle; remodela; coronille
1535	4811	1			« ponctuation » et « ponctuel » ne semblent pas bien accordés en genre.	ponctuel	ponctuelle
1536	4817	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	popu	pop; pou; pope; pops; popup
1537	4818	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	popula	populi; populo; copula
1538	4828	1			« porteur » et « portion » ne semblent pas bien accordés en genre.	portion	
1539	4833	1			« positif » et « position » ne semblent pas bien accordés en genre.	position	
1540	4840	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	poten	Potter; pote; potes; potée; potin
1541	4852	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	poussante	poussant; moussante; poissant; poussant e
1542	4853	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	poussantes	moussantes; poissâtes; poussâtes; poussant es
1543	4858	1			« poussière » et « poussiéreux » ne semblent pas bien accordés en genre.	poussiéreux	
1544	4860	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pouvreau@fredon	
1545	4864	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pre	pré; Pre; près; père; prêt
1546	4865	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	prefectoraux-de	préfectoraux
1547	4867	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	premères	premières; préférés; préfères; rémérés
1548	4884	1	"FRENCH_WORD_REPEAT_RULE[1]	Message: Faute de frappe possible : un mot est répété : pro pro. Correction : « pro ».	Suggestion: pro	...mps "		Faute de frappe possible : un mot est répété : pro pro. Correction : « pro ».	pro	pro
1549	4886	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	bable	balle; sable; table; câble; Bâle
1550	4899	1			« productif » et « production » ne semblent pas bien accordés en genre.	production	
1551	4912	1			« progressif » et « progression » ne semblent pas bien accordés en genre.	progression	
1552	4915	1			« projection » et « projetables » ne semblent pas bien accordés en nombre.	projection	
1553	4929	1			« proportion » et « proportionnel » ne semblent pas bien accordés en genre.	proportionnel	proportionnelle
1554	4937	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	protec	protée; prote; protêt; protes; Protée
1555	4943	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	proximi	proximité; proximal; Proxilio; proctite; proxies
1556	4945	1			« proximité » et « prudent » ne semblent pas bien accordés en genre.	prudent	prudente
1557	4946	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pruineux	ruineux; bruineux; p ruineux
1558	4947	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pruinosa	pruines
1559	4954	1			« précaution » et « précieux » ne semblent pas bien accordés en genre.	précieux	
1560	4955	1			« précieux » et « précipitation » ne semblent pas bien accordés en genre.	précipitation	
1561	4965	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	précé	presse; pressé; pressai; pressè; pièce
1562	4968	1			« prédateur » et « prédilection » ne semblent pas bien accordés en genre.	prédilection	
1563	4970	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	prédomi	prénom; prénoms; prénommé; prédomine; prénomme
1564	4972	1			« prédominance » et « préfectoral » ne semblent pas bien accordés en genre.	préfectoral	préfectorale
1565	4973	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	préfermeture	pré fermeture
1566	4979	1			« prélèvement » et « prémices » ne semblent pas bien accordés en nombre.	prélèvement	
1567	4985	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	présen	presse; présent; pressent; presses; pressé
1568	4987	1			« présence » et « présent » ne semblent pas bien accordés en genre.	présent	présente
1569	4994	1			« préventif » et « prévention » ne semblent pas bien accordés en genre.	prévention	
1570	4995	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	prévi	prévu; prévit; prévît; prévis
1571	4997	1			« prévision » et « prévisionnel » ne semblent pas bien accordés en genre.	prévisionnel	prévisionnelle
1572	5003	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	psilostachya	
1573	5009	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pulchellana	
1574	5012	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pv	PV; pV; pu; av; TV
1575	5013	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pycnide	pyxide; lychnide; pycnose
1576	5015	1			« pyrale » et « pyrénéen » ne semblent pas bien accordés en genre.	pyrénéen	pyrénéenne
1577	5016	1			« pyréthrinoïde » et « pyréthrinoïdes » ne semblent pas bien accordés en nombre.	pyréthrinoïde	
1578	5019	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pé	de; le; ce; se; ne
1579	5020	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pédi	péri; Heidi; pédé; EDI
1580	5024	1			« pénitent » et « pénétration » ne semblent pas bien accordés en genre.	pénétration	
1581	5027	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	pératures	peintures; créatures; perturbés; pâtures; prématurés
1582	5033	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	péritèle	hérite-le; mérite-le; péritel; périthèce
1583	5038	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	qpeu	peu; q peu
1584	5051	1			Après le pronom sujet « il » devrait se trouver un verbe, or « qu’ » n’en est pas un. Vérifiez une éventuelle confusion ou faute d’orthographe.	qu'ils	
1585	5052	1			Après le pronom sujet « ils » devrait se trouver un verbe, or « qu’ » n’en est pas un. Vérifiez une éventuelle confusion ou faute d’orthographe.	qu'organismes	
1586	5059	1			Voulez-vous écrire « quand » ?	quant	quand
1587	5069	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	quent	cent; cet; quant; cents; cens
1588	5074	1			« quiescent » et « quinzaine » ne semblent pas bien accordés en genre.	quinzaine	
1589	5080	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	r4p	rap; RP
1590	5105	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ranke	range; rangé; rance; rangè
1591	5117	1			« rareté » et « ras » ne semblent pas bien accordés en genre.	ras	
1592	5123	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rce - C	ce; rue; race; ré; BCE
1593	5124	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rd	CD; RDA; RN; ad; BD
1594	5124	1			Faute de frappe possible : un mot est répété : rd rd. Correction : « rd ».	rd	rd
1595	5125	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rd - S	CD; RDA; RN; ad; BD
1596	5126	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	re	ré; de; le; ce; se
1597	5130	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	recher	rocher; prêcher; pêcher; sécher; pécher
1598	5136	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	recon	reconnu; leçon; requin; ressaut; recoin
1599	5157	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	reglementaires	réglementaires; règlementaires; réglementaire; règlementaire; réglementées
1600	5164	1			« relatif » et « relation » ne semblent pas bien accordés en genre.	relation	
1601	5176	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	remedium	remédier; médium; medium; remédie; remédia
1602	5179	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	remon	démon; Ramon; ramon; rem on
1603	5185	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ren	en; rend; rien; René; RER
1604	5186	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rencon	rend-on; rançon
1605	5197	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rents	cents; dents; vents; rente; lents
1606	5218	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rer	RER; fer; mer; TER; der
1607	5219	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	res	des; les; ses; ces; très
1608	5220	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rescaper	rescapés; rescapé; rescapée
1609	5221	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	resistances	résistances; résistance; résistantes
1610	5234	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	restemoyenne	reste moyenne
1611	5248	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	reusement	creusement; ressèment; resèment
1612	5249	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	reuses	creuses; creusés; réussies; réussis; refusés
1613	5250	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	reuteri	Reuters; réatterri
1614	5254	1			« reverdissement » et « revue » ne semblent pas bien accordés en genre.	revue	revu
1615	5258	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rhinois	chinois
1616	5259	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rhinoises	chinoises
1617	5260	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rhônalpin	rosalbin
1618	5261	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	riable	diable; fiable; viable; friable; râble
1619	5262	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ricaud	Ricard; Rigaud; ribaud
1620	5267	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	riode	diode; ride; iode; rôde; iodé
1621	5268	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	riose	rose; rosé; rieuse; ribose; grouse
1622	5272	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ristique	rustique; distique; éristique; rustiquè; rustiqué
1623	5275	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rle	le; elle; rue; rôle; clé
1624	5276	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rn	RN; en; un; on; an
1625	5277	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	ro	roi; reçu; eau; do; or
1626	5282	1	FR_SPELLING_RULE 	-100	Faute de frappe possible trouvée.	rogneux	rogneur
