id	type	context	context	context	word	context	context	context	location	features
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	le	Syndicat	des	Vins	du	Bugey	.	14115-14119	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Vins
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	protection	de	leurs	cultures	Action	pilotée	par	14440-14448	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Crop, skos-prefLabel=Culture, form=cultures
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-03_16-04-2019_cle0bbc57.html	html	n°3	,	2019	Viticulture	région	AURA	,	14719-14730	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	09	07	2019	Viticulture	À	retenir	cette	149-160	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	les	stomates	des	baies	se	ferment	empêchant	642-647	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	pénétrer	dans	la	baie	la	rendant	résistante	706-710	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baie
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	mildiou	,	les	baies	peuvent	être	encore	1304-1309	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	des	symptômes	sur	baies	Tordeuses	de	la	1698-1703	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Arbres_baies, skos-prefLabel=arbuste à baies, form=baies
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	n°15	,	2019	Viticulture	région	AURA	,	2763-2774	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	Vu	dans	les	vignes	La	larve	Metcalfa	2836-2842	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vignes
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	incidence	pour	la	vigne	(	en	Beaujolais	2917-2922	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne
/Users/belka/Documents/work/inrae/scripts/projection_de_lexique/viticulture/resources/html_corpus/BSV-viti-RA-15_09-07-2019_cle01ba24.html	html	n°15	,	2019	Viticulture	région	AURA	,	3098-3109	type=LEMMATIZED, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=Viticulture
