"bsv"	"context"	"word"	"context"	"location"	"features"
"BSV_Legumes_102019_cle8be56a"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"verts et Scorsonère"	"36819-36845"	"type=N_PUN_N, form=Pois de conserve, Haricots"
"BSV_Legumes_132019_cle871f9a"	"ujours signalés sur"	"les parcelles de haricots et flageolets"	". Les dégâts sont pl"	"2628-2667"	"type=N_KON_N, form=les parcelles de haricots et flageolets"
"BSV_Legumes_132019_cle871f9a"	"SANTERRE (80). Pour"	"rappel, les cultures de haricot"	"vert et de flageole"	"3478-3509"	"type=N_PUN_N, form=rappel, les cultures de haricot"
"BSV_Legumes_132019_cle871f9a"	"e pas de dégâts sur"	"poireau et les auxiliaires"	"sont présents. Roui"	"5630-5656"	"type=N_KON_N, form=poireau et les auxiliaires"
"BSV_Legumes_132019_cle871f9a"	"lantes environ. Sur"	"oignon, le risque"	"est faible, il ne s"	"8313-8330"	"type=N_PUN_N, form=oignon, le risque"
"BSV_Legumes_132019_cle871f9a"	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"dit "" précoces "",-"	"9121-9161"	"type=N_PUN_N, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_132019_cle871f9a"	"terrain sur oignons"	"bulbilles et oignons de semis"	". Le modèle ne reflè"	"9770-9799"	"type=N_KON_N, form=bulbilles et oignons de semis"
"BSV_Legumes_132019_cle871f9a"	"signalés sur 4% des"	"endives, c'est"	"en nette diminution"	"13142-13156"	"type=N_PUN_N, form=endives, c'est"
"BSV_Legumes_132019_cle871f9a"	"euilles. Les jeunes"	"plants et les cultures"	"en cours de pommais"	"20234-20256"	"type=N_KON_N, form=plants et les cultures"
"BSV_Legumes_132019_cle871f9a"	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"Les femelles appréc"	"21300-21382"	"type=N_PUN_N, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"BSV_Legumes_132019_cle871f9a"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	": F. SIMEON -PLRN;"	"23903-23915"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_132019_cle871f9a"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"verts et Scorsonère"	"24010-24036"	"type=N_PUN_N, form=Pois de conserve, Haricots"
"BSV_Legumes_212019_cle835ca3"	"d'œufs, trous dans"	"les gousses et les feuilles"	"). Papillon Heliothi"	"1080-1107"	"type=N_KON_N, form=les gousses et les feuilles"
"BSV_Legumes_212019_cle835ca3"	"et irrégulières sur"	"les tiges et les gousses"	"qui évoluent en myc"	"1908-1932"	"type=N_KON_N, form=les tiges et les gousses"
"BSV_Legumes_212019_cle835ca3"	"s pour le suivi des"	"mouches de la carotte et niveaux de captures"	"(mouche/piège/semai"	"3833-3877"	"type=N_KON_N, form=mouches de la carotte et niveaux de captures"
"BSV_Legumes_212019_cle835ca3"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	": F. SIMEON -PLRN;"	"20156-20168"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_212019_cle835ca3"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"verts et Scorsonère"	"20263-20289"	"type=N_PUN_N, form=Pois de conserve, Haricots"
"BSV_Legumes_262019_cle8bd5e8"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	": F. SIMEON -PLRN;"	"14507-14519"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_262019_cle8bd5e8"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"verts et Scorsonère"	"14614-14640"	"type=N_PUN_N, form=Pois de conserve, Haricots"
"BSV_Legumes_322019_2__cle44e13b"	"nt été signalés sur"	"épinard de printemps et d'automne"	". Bulletin de Santé"	"9171-9204"	"type=N_KON_N, form=épinard de printemps et d'automne"
"BSV_Legumes_322019_2__cle44e13b"	"la répartition des"	"parcelles de haricot et flageolet"	": Ravageu"	"9540-9573"	"type=N_KON_N, form=parcelles de haricot et flageolet"
"BSV_Legumes_322019_2__cle44e13b"	"DELASSUS-PLRN; Chou-"	"fleur, choux"	": F. SIMEON -PLRN;"	"13582-13594"	"type=N_PUN_N, form=fleur, choux"
"BSV_Legumes_322019_2__cle44e13b"	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"verts et Scorsonère"	"13685-13711"	"type=N_PUN_N, form=Pois de conserve, Haricots"
"BSV_Legumes_industries_2019_No20_cle06a888"	"nt sensible (jeunes"	"pommes, pollution des lots"	"possible) que par l"	"6195-6221"	"type=N_PUN_N, form=pommes, pollution des lots"
"BSV_Legumes_industries_2019_No20_cle06a888"	"ui se développe sur"	"choux et navets"	". L'adulte est orang"	"6390-6405"	"type=N_KON_N, form=choux et navets"
"BSV_Legumes_n_08_du_17_07_19_cle838d16"	"ntes sont en pleine"	"fleur, la tubérisation"	"allant jusqu'à 100%"	"833-855"	"type=N_PUN_N, form=fleur, la tubérisation"
"BSV_Legumes_n_08_du_17_07_19_cle838d16"	"erons parasités sur"	"tomate, l'un"	"par Praon sp. (indi"	"7159-7171"	"type=N_PUN_N, form=tomate, l'un"
"BSV_MARAICHAGE_2019_02_cle0c5c84"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture, zones"	"4719-4755"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_MARAICHAGE_2019_02_cle0c5c84"	"raîchage, pépinière"	"horticulture, zones"	"non agricoles. Page"	"4756-4775"	"type=N_PUN_N, form=horticulture, zones"
"BSV_MARAICHAGE_2019_15_cle04166a"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture. Page"	"12173-12209"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_MARAICHAGE_2019_23_cle0745ab"	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"horticulture. Page"	"6515-6551"	"type=N_PUN_N, form=arboriculture, maraîchage, pépinière"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"vancés de certaines"	"cultures, limitation"	"de certaines maladi"	"1458-1478"	"type=N_PUN_N, form=cultures, limitation"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"e variété sensible."	"Carotte et céleri"	"-rave Mouche de la c"	"2030-2047"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ion sont notées sur"	"ciboulettes, aillets"	". Autres légumes Au"	"2342-2362"	"type=N_PUN_N, form=ciboulettes, aillets"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ts . Autres légumes"	"Aubergines, concombres, courgettes"	"(informations tour"	"2380-2414"	"type=N_PUN_N, form=Aubergines, concombres, courgettes"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"s variables suivant"	"la sensibilité des cultures et les secteurs"	"). Tomate en sol, so"	"3292-3335"	"type=N_KON_N, form=la sensibilité des cultures et les secteurs"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"bords (ex : morelle"	"noire, datura, repousses de tomate"	") ; protéger les ouv"	"6232-6266"	"type=N_PUN_N, form=noire, datura, repousses de tomate"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"sont signalées sur"	"poivrons, aubergines et concombres"	"). On peut remarquer"	"8259-8293"	"type=N_PUN_N_KON_N, form=poivrons, aubergines et concombres"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"e variété sensible."	"Carotte et céleri"	"-rave Mouche de la c"	"9365-9382"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeages"	"à la parcelle perme"	"9464-9516"	"type=N_PUN_N, form=la mouche de la carotte, la réalisation de piégeages"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ièrement notées sur"	"ciboulette, aillets"	"et plus généralemen"	"10740-10759"	"type=N_PUN_N, form=ciboulette, aillets"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"légumes Aubergine,"	"concombre, courgettes et d'autres"	"légumes sous abris"	"11139-11172"	"type=N_PUN_N_KON_N, form=concombre, courgettes et d'autres"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ezara viridula) sur"	"aubergine et concombre"	". Le descriptif des"	"12000-12022"	"type=N_KON_N, form=aubergine et concombre"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"sont en place dans"	"les vergers et les cultures"	"légumières. Les tra"	"14681-14708"	"type=N_KON_N, form=les vergers et les cultures"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ment de larves dans"	"les fruits et légumes"	") de la mouche orien"	"15563-15584"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"ins variables selon"	"les fruits et légumes"	"attaqués. Les larve"	"16027-16048"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"fruitières (pêcher,"	"poirier, mangue, banane"	",...), agrumes (citr"	"16249-16272"	"type=N_PUN_N, form=poirier, mangue, banane"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"...) et légumières ("	"tomate, poivron"	", aubergine, melon,"	"16323-16338"	"type=N_PUN_N, form=tomate, poivron"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"poivron, aubergine,"	"melon, courge"	",...). Bactrocera do"	"16351-16364"	"type=N_PUN_N, form=melon, courge"
"BSV_MARAICHAGE_Nord_NA_02_20190507_cle85ab9d"	"a communautaire des"	"fruits et légumes"	". Toute suspicion do"	"16717-16734"	"type=N_KON_N, form=fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"n site en Charente."	"Carotte et céleri"	"-rave Mouche de la c"	"1593-1610"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"22 août 2019 4/11"	"Carotte et céleri"	"-rave Mouche de la c"	"11705-11722"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeages"	"à la parcelle perme"	"11804-11856"	"type=N_PUN_N, form=la mouche de la carotte, la réalisation de piégeages"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"tion du risque : en"	"cultures de carottes, le vol"	"semble avoir repris"	"12128-12156"	"type=N_PUN_N, form=cultures de carottes, le vol"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"soleil sur fruits ("	"poivron, tomate"	") ; des nécroses api"	"20096-20111"	"type=N_PUN_N, form=poivron, tomate"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"u "" cul noir "") sur"	"poivron et tomate"	"; des phénomènes de"	"20159-20176"	"type=N_KON_N, form=poivron et tomate"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"ccidentellement sur"	"les cultures et multiplications de betteraves"	", Lixus brevistoris,"	"22329-22374"	"type=N_KON_N, form=les cultures et multiplications de betteraves"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"sieurs espèces) Sur"	"aubergine et concombre"	", sur l'ensemble des"	"22716-22738"	"type=N_KON_N, form=aubergine et concombre"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"âts de punaises sur"	"tomate et photo de Nezara"	"viridula (Crédit Ph"	"23037-23062"	"type=N_KON_N, form=tomate et photo de Nezara"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"ment de larves dans"	"les fruits et légumes"	") de la mouche orien"	"26293-26314"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"ins variables selon"	"les fruits et légumes"	"attaqués. Les larve"	"26758-26779"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"fruitières (pêcher,"	"poirier, mangue, banane"	",...), agrumes (citr"	"26980-27003"	"type=N_PUN_N, form=poirier, mangue, banane"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"...) et légumières ("	"tomate, poivron"	", aubergine, melon,"	"27054-27069"	"type=N_PUN_N, form=tomate, poivron"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"poivron, aubergine,"	"melon, courge"	",...). Bactrocera do"	"27082-27095"	"type=N_PUN_N, form=melon, courge"
"BSV_MARAICHAGE_Nord_NA_16__20190822_cle04e172"	"a communautaire des"	"fruits et légumes"	". Toute suspicion do"	"27549-27566"	"type=N_KON_N, form=fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"durement impactées."	"Carotte et céleri"	"-rave Mouche de la c"	"1556-1573"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"entre de la Vienne."	"Carotte et céleri"	"-rave Mouche de la c"	"7045-7062"	"type=N_KON_N, form=Carotte et céleri"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeages"	"à la parcelle perme"	"7144-7196"	"type=N_PUN_N, form=la mouche de la carotte, la réalisation de piégeages"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"ment de larves dans"	"les fruits et légumes"	") de la mouche orien"	"17483-17504"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"ins variables selon"	"les fruits et légumes"	"attaqués. Les larve"	"17948-17969"	"type=N_KON_N, form=les fruits et légumes"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"fruitières (pêcher,"	"poirier, mangue, banane"	",...), agrumes (citr"	"18170-18193"	"type=N_PUN_N, form=poirier, mangue, banane"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"...) et légumières ("	"tomate, poivron"	", aubergine, melon,"	"18244-18259"	"type=N_PUN_N, form=tomate, poivron"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"poivron, aubergine,"	"melon, courge"	",...). Bactrocera do"	"18272-18285"	"type=N_PUN_N, form=melon, courge"
"BSV_MARAICHAGE_Nord_NA_20__20190919_cle0d91fc"	"a communautaire des"	"fruits et légumes"	". Toute suspicion do"	"18739-18756"	"type=N_KON_N, form=fruits et légumes"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"talie et en Sicile."	"Les tomates et les poivrons"	"sont les hôtes prin"	"1522-1549"	"type=N_KON_N, form=Les tomates et les poivrons"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"RFV sur tomates sur"	"fruits et feuilles"	"(Crédit photos : ht"	"2260-2278"	"type=N_KON_N, form=fruits et feuilles"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"es solanacées comme"	"l'aubergine, la pomme de terre, le poivron"	"et aussi aux advent"	"4679-4721"	"type=N_PUN_N, form=l'aubergine, la pomme de terre, le poivron"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"t pondus isolés sur"	"les feuilles, fruits, pétioles et tiges"	", plutôt sur la part"	"5141-5180"	"type=N_PUN_N_KON_N, form=les feuilles, fruits, pétioles et tiges"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"es des plantes. Sur"	"fruits, galeries et mines"	"sont observées, sur"	"6495-6520"	"type=N_PUN_N_KON_N, form=fruits, galeries et mines"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"tes hôtes (morelle,"	"datura, repousse de tomate"	"). Vérifier si les p"	"6961-6987"	"type=N_PUN_N, form=datura, repousse de tomate"
"BSV_NA_MARAICHAGE_Sud_NA_02_20190325_cle46958b"	"çon généralisée sur"	"feuilles, tiges et fruits"	". Dydimella bryoniae"	"11719-11744"	"type=N_PUN_N_KON_N, form=feuilles, tiges et fruits"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	": forte pression en"	"aubergine et concombre"	". Pucerons : en prog"	"1136-1158"	"type=N_KON_N, form=aubergine et concombre"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	": en progression en"	"aubergine et poivron"	". Aleurodes : en pro"	"1189-1209"	"type=N_KON_N, form=aubergine et poivron"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"gine. Mildiou : sur"	"cucurbitacées et salade"	". Oïdium : présent e"	"1266-1289"	"type=N_KON_N, form=cucurbitacées et salade"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"Oïdium : présent en"	"cucurbitacées et tomate"	", début en poivron."	"1311-1334"	"type=N_KON_N, form=cucurbitacées et tomate"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"Virus : observés en"	"cucurbitacée et piment"	"d'Espelette. Auberg"	"1424-1446"	"type=N_KON_N, form=cucurbitacée et piment"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"tes hôtes (morelle,"	"datura, repousse de tomate"	"). o Vérifier si les"	"7812-7838"	"type=N_PUN_N, form=datura, repousse de tomate"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"nnée. Chenille dans"	"tomate et trou de chenille"	"dans piment(Crédit"	"13750-13776"	"type=N_KON_N, form=tomate et trou de chenille"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"e intensité faible."	"Courgette et courge"	": dans les Landes,"	"14602-14621"	"type=N_KON_N, form=Courgette et courge"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"ie est observée sur"	"fleurs et fruits"	"sur 90 % des parcel"	"15535-15551"	"type=N_KON_N, form=fleurs et fruits"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"tis est signalé sur"	"feuilles, fruits et tige"	"en sol et en hors s"	"15691-15715"	"type=N_PUN_N_KON_N, form=feuilles, fruits et tige"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"ant et observez vos"	"cultures, les symptômes"	"sont les perforatio"	"16912-16935"	"type=N_PUN_N, form=cultures, les symptômes"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"égâts de thrips sur"	"feuille et fruit"	"d'aubergine (Crédit"	"17684-17700"	"type=N_KON_N, form=feuille et fruit"
"BSV_NA_MARAICHAGE_Sud_NA_08_21092019_cle45e738"	"sentes. Punaise sur"	"choux et dégât"	"sur feuille (Crédit"	"21731-21745"	"type=N_KON_N, form=choux et dégât"
"BSV_No8_pomme_de_terre_17_mai_2019_cle8f91d1"	"leillée, favorisant"	"les implantations et la reprise des cultures"	". Les températures s"	"221-265"	"type=N_KON_N, form=les implantations et la reprise des cultures"
"BSV_No8_pomme_de_terre_17_mai_2019_cle8f91d1"	"les ( 3 bio) Pas de"	"mildiou, dégâts de gel"	"sans conséquence Re"	"1506-1528"	"type=N_PUN_N, form=mildiou, dégâts de gel"
"BSV_legumes_02_du_20-03-19_cle455343"	"rcelles des réseaux"	"oignon et poireau"	"Etat général Les ém"	"2138-2155"	"type=N_KON_N, form=oignon et poireau"
"BSV_legumes_02_du_20-03-19_cle455343"	"es plants d'allium ("	"oignon, poireau, oignon"	"bulbille, échalote)"	"3413-3436"	"type=N_PUN_N, form=oignon, poireau, oignon"
"BSV_legumes_02_du_20-03-19_cle455343"	"on, poireau, oignon"	"bulbille, échalote"	"). L'activité de la"	"3437-3455"	"type=N_PUN_N, form=bulbille, échalote"
"BSV_legumes_02_du_20-03-19_cle455343"	"ertains précédents ("	"céréales, lin"	", crucifères, légumi"	"11026-11039"	"type=N_PUN_N, form=céréales, lin"
"BSV_legumes_02_du_20-03-19_cle455343"	"pas démarré.- Pour"	"les oignons et échalotes"	"bulbilles, le risqu"	"14433-14457"	"type=N_KON_N, form=les oignons et échalotes"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"5"	"solanacées et concombre"	"5"	"1593-1616"	"type=N_KON_N, form=solanacées et concombre"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"semaine. Risque nul"	"SOLANACEES ET CONCOMBRE"	"Composition du rése"	"12176-12199"	"type=N_KON_N, form=SOLANACEES ET CONCOMBRE"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"OMATE , AUBERGINE ,"	"POIVRON , CONCOMBRE"	") Etat général Les"	"13162-13181"	"type=N_PUN_N, form=POIVRON , CONCOMBRE"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"ies). THRIPS SP . ("	"AUBERGINE ,
CONCOMBRE , TOMATE ET POIVRON"	") Etat général Quel"	"13401-13442"	"type=N_PUN_N_KON_N, form=AUBERGINE ,
CONCOMBRE , TOMATE ET POIVRON"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"OPHAGES ("	"SOLANACEES
  
  
    ET CONCOMBRE"	") Etat général"	"14053-14086"	"type=N_KON_N, form=SOLANACEES
  
  
    ET CONCOMBRE"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"ES PHYSIOLOGIQUES ("	"TOMATE ,
CONCOMBRE , POIVRON"	"ET AUBERGINE ) Etat"	"14781-14809"	"type=N_PUN_N, form=TOMATE ,
CONCOMBRE , POIVRON"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"Coulure des fruits ("	"concombre, tomate et poivron"	") Blossom and rot (p"	"14951-14979"	"type=N_PUN_N_KON_N, form=concombre, tomate et poivron"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"n) Blossom and rot ("	"poivron, tomate"	") Brûlure solaire (t"	"14998-15013"	"type=N_PUN_N, form=poivron, tomate"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"uilles trifoliées à"	"formation des gousses, secteurs"	"Epieds en Beauce, O"	"15783-15814"	"type=N_PUN_N, form=formation des gousses, secteurs"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"icots stade levée à"	"formation des gousses, secteurs"	"Saint Denis de l'Ho"	"15937-15968"	"type=N_PUN_N, form=formation des gousses, secteurs"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"Pour les bulbilles ("	"oignon et échalote"	") et les oignons de"	"18229-18247"	"type=N_KON_N, form=oignon et échalote"
"BSV_legumes_16_du_24-07-19_cle4f7928"	"juillet 2019 : Pour"	"les oignons et échalotes"	"bulbilles ainsi que"	"18615-18639"	"type=N_KON_N, form=les oignons et échalotes"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"ppement de l'oïdium."	"Chou et salade"	": chenilles défolia"	"2109-2123"	"type=N_KON_N, form=Chou et salade"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"les défoliatrices à"	"surveillerChou et navet"	": attention à la mo"	"2152-2175"	"type=N_KON_N, form=surveillerChou et navet"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"rcelles des réseaux"	"oignon et poireau"	"Etat général Pour l"	"2706-2723"	"type=N_KON_N, form=oignon et poireau"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"es plants d'allium ("	"oignon, poireau, oignon"	"bulbille, échalote,"	"3953-3976"	"type=N_PUN_N, form=oignon, poireau, oignon"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"on, poireau, oignon"	"bulbille, échalote"	", ). L'activité de l"	"3977-3995"	"type=N_PUN_N, form=bulbille, échalote"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"est très polyphage ("	"céréales, colza"	", nombreux légumes )"	"4180-4195"	"type=N_PUN_N, form=céréales, colza"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"e. Des attaques sur"	"fruits et feuilles"	"sont repérées sur p"	"17886-17904"	"type=N_KON_N, form=fruits et feuilles"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"eau d'observation 6"	"parcelles de flageolets, grossissement des grains"	"à récolte, secteurs"	"18166-18215"	"type=N_PUN_N, form=parcelles de flageolets, grossissement des grains"
"BSV_legumes_22_du_11-09-19__cle028fcc"	"iabon Châteaudun. 8"	"parcelles de haricots, filets"	"à récolte, secteurs"	"18301-18330"	"type=N_PUN_N, form=parcelles de haricots, filets"
"BSV_legumes_27_du_06-11-19__cle059f89"	"rcelles des réseaux"	"oignon et poireau"	"Etat général Le nom"	"2064-2081"	"type=N_KON_N, form=oignon et poireau"
"BSV_legumes_27_du_06-11-19__cle059f89"	"emis est polyphage ("	"céréales, colza"	", nombreux légumes )"	"3860-3875"	"type=N_PUN_N, form=céréales, colza"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ultures légumières,"	"allium et pomme de terre"	"Sommaire Crédit pho"	"149-173"	"type=N_KON_N, form=allium et pomme de terre"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"sibilité variétale."	"Les batavias et les laitues"	"sont plus sensibles"	"6851-6878"	"type=N_KON_N, form=Les batavias et les laitues"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"ances variétales En"	"batavia, la résistance"	"intermédiaire la pl"	"8071-8093"	"type=N_PUN_N, form=batavia, la résistance"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"telles que le chou-"	"fleur, le brocoli, l'épinard"	"ou encore la mâche."	"8361-8389"	"type=N_PUN_N, form=fleur, le brocoli, l'épinard"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"riose de la carotte"	"Mouche de la carotte, modélisation"	"Alternariose de la"	"9688-9722"	"type=N_PUN_N, form=Mouche de la carotte, modélisation"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"r à proximité d'une"	"culture de tomates, l'arrachage"	"de ces dernières à"	"33956-33987"	"type=N_PUN_N, form=culture de tomates, l'arrachage"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"des sur les plants ("	"feuilles et fleurs"	") et dans le sol (su"	"40790-40808"	"type=N_KON_N, form=feuilles et fleurs"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"f dès les premières"	"fleurs, un lâcher"	"de 3 à 4 individus"	"47451-47468"	"type=N_PUN_N, form=fleurs, un lâcher"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"t ralentissement de"	"la maturation des fruits, décrochage"	"total de certaines"	"51795-51831"	"type=N_PUN_N, form=la maturation des fruits, décrochage"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"cariose bronzée sur"	"fruits de tomates et d'aubergines"	"Laurent GIARDINO Ma"	"54910-54943"	"type=N_KON_N, form=fruits de tomates et d'aubergines"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-12_cle449f16"	"cariose bronzée sur"	"foliole et fruit"	"d'Agriculture de l'"	"55045-55061"	"type=N_KON_N, form=foliole et fruit"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"ultures légumières,"	"allium et pomme de terre"	"Sommaire Crédit pho"	"154-178"	"type=N_KON_N, form=allium et pomme de terre"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"le tissé ou non) en"	"pépinière, fauchage des abords"	". Eviter l'excès d'a"	"6454-6484"	"type=N_PUN_N, form=pépinière, fauchage des abords"
"BSV_legumes_allium_pomme_de_terre_AURA_2019-14_cle48f73b"	"choux frisé, choux"	"fleur et brocolis"	"BSV n° 14, 2019 Cul"	"12065-12082"	"type=N_KON_N, form=fleur et brocolis"
